# Number of particles =           4096
# Box side            =   16.890675072
# Time step           =      2.000E-03
#
#     Step          Epot          Temp          Ekin          Etot
#-----------------------------------------------------------------
        10 -1.063081E+04  4.024335E+00  2.472552E+04  1.409470E+04
        20 -1.091111E+04  4.069767E+00  2.500465E+04  1.409354E+04
        30 -1.063919E+04  4.025656E+00  2.473363E+04  1.409444E+04
        40 -1.050323E+04  4.003471E+00  2.459733E+04  1.409410E+04
        50 -1.072789E+04  4.040091E+00  2.482232E+04  1.409443E+04
        60 -1.098243E+04  4.081380E+00  2.507600E+04  1.409357E+04
        70 -1.050126E+04  4.003255E+00  2.459600E+04  1.409474E+04
        80 -1.073723E+04  4.041571E+00  2.483141E+04  1.409418E+04
        90 -1.100224E+04  4.084605E+00  2.509582E+04  1.409358E+04
       100 -1.070876E+04  4.036969E+00  2.480314E+04  1.409438E+04
       110 -1.072454E+04  4.039486E+00  2.481860E+04  1.409406E+04
       120 -1.079678E+04  4.051272E+00  2.489101E+04  1.409423E+04
       130 -1.101039E+04  4.085976E+00  2.510423E+04  1.409384E+04
       140 -1.091116E+04  4.069881E+00  2.500535E+04  1.409419E+04
       150 -1.079115E+04  4.050302E+00  2.488505E+04  1.409391E+04
       160 -1.058978E+04  4.017600E+00  2.468414E+04  1.409435E+04
       170 -1.085129E+04  4.059943E+00  2.494429E+04  1.409300E+04
       180 -1.055000E+04  4.011206E+00  2.464485E+04  1.409485E+04
       190 -1.079868E+04  4.051545E+00  2.489269E+04  1.409402E+04
       200 -1.078875E+04  4.049926E+00  2.488274E+04  1.409399E+04
