#  Steps           Rx_A           Rx_B           Epot           Temp           Ekin           Etot
    3470      -0.000000     -15.834800  -12729.098993       0.060546     181.638547  -12547.460445
    3480      -0.000000     -15.822800  -12728.835144       0.060458     181.374705  -12547.460439
    3490      -0.000000     -15.810800  -12728.660388       0.060400     181.199951  -12547.460436
    3500      -0.000000     -15.798800  -12728.580627       0.060373     181.120193  -12547.460434
    3510      -0.000000     -15.786800  -12728.599209       0.060380     181.138773  -12547.460436
    3520      -0.000000     -15.774800  -12728.715932       0.060418     181.255494  -12547.460439
    3530      -0.000000     -15.762800  -12728.925608       0.060488     181.465164  -12547.460444
    3540      -0.000000     -15.750800  -12729.218269       0.060586     181.757818  -12547.460451
    3550      -0.000000     -15.738800  -12729.581758       0.060707     182.121300  -12547.460458
    3560      -0.000000     -15.726800  -12730.003843       0.060848     182.543376  -12547.460466
    3570      -0.000000     -15.714800  -12730.470968       0.061003     183.010490  -12547.460479
    3580      -0.000000     -15.702800  -12730.965993       0.061169     183.505505  -12547.460488
    3590      -0.000000     -15.690800  -12731.469584       0.061336     184.009090  -12547.460495
    3600      -0.000000     -15.678800  -12731.963317       0.061501     184.502819  -12547.460498
    3610      -0.000000     -15.666800  -12732.432169       0.061657     184.971664  -12547.460506
    3620      -0.000000     -15.654800  -12732.863120       0.061801     185.402606  -12547.460514
    3630      -0.000000     -15.642800  -12733.243216       0.061928     185.782692  -12547.460523
    3640      -0.000000     -15.630800  -12733.559624       0.062033     186.099098  -12547.460526
    3650      -0.000000     -15.618800  -12733.801026       0.062114     186.340507  -12547.460520
    3660      -0.000000     -15.606800  -12733.959018       0.062166     186.498501  -12547.460516
    3670      -0.000000     -15.594800  -12734.028609       0.062189     186.568087  -12547.460521
    3680      -0.000000     -15.582800  -12734.009132       0.062183     186.548607  -12547.460525
    3690      -0.000000     -15.570800  -12733.902327       0.062147     186.441803  -12547.460524
    3700      -0.000000     -15.558800  -12733.713179       0.062084     186.252660  -12547.460519
    3710      -0.000000     -15.546800  -12733.448439       0.061996     185.987914  -12547.460525
    3720      -0.000000     -15.534800  -12733.117395       0.061886     185.656867  -12547.460529
    3730      -0.000000     -15.522800  -12732.731338       0.061757     185.270822  -12547.460516
    3740      -0.000000     -15.510800  -12732.303226       0.061614     184.842708  -12547.460518
    3750      -0.000000     -15.498800  -12731.846875       0.061462     184.386378  -12547.460497
    3760      -0.000000     -15.486800  -12731.376453       0.061305     183.915955  -12547.460498
    3770      -0.000000     -15.474800  -12730.907312       0.061149     183.446849  -12547.460463
    3780      -0.000000     -15.462800  -12730.454369       0.060998     182.993924  -12547.460445
    3790      -0.000000     -15.450800  -12730.030839       0.060857     182.570409  -12547.460430
    3800      -0.000000     -15.438800  -12729.648050       0.060729     182.187628  -12547.460421
    3810      -0.000000     -15.426800  -12729.316322       0.060619     181.855904  -12547.460417
    3820      -0.000000     -15.414800  -12729.045431       0.060528     181.585015  -12547.460416
    3830      -0.000000     -15.402800  -12728.843745       0.060461     181.383338  -12547.460407
    3840      -0.000000     -15.390800  -12728.716712       0.060419     181.256305  -12547.460407
    3850      -0.000000     -15.378800  -12728.666983       0.060402     181.206575  -12547.460408
    3860      -0.000000     -15.366800  -12728.695509       0.060412     181.235104  -12547.460405
    3870      -0.000000     -15.354800  -12728.802521       0.060447     181.342111  -12547.460410
    3880      -0.000000     -15.342800  -12728.986158       0.060509     181.525744  -12547.460415
    3890      -0.000000     -15.330800  -12729.241215       0.060594     181.780793  -12547.460421
    3900      -0.000000     -15.318800  -12729.559212       0.060700     182.098783  -12547.460429
    3910      -0.000000     -15.306800  -12729.930056       0.060823     182.469619  -12547.460437
    3920      -0.000000     -15.294800  -12730.342504       0.060961     182.882052  -12547.460452
    3930      -0.000000     -15.282800  -12730.783550       0.061108     183.323095  -12547.460455
    3940      -0.000000     -15.270800  -12731.238095       0.061259     183.777640  -12547.460455
    3950      -0.000000     -15.258800  -12731.691890       0.061410     184.231436  -12547.460454
    3960      -0.000000     -15.246800  -12732.133223       0.061558     184.672760  -12547.460464
    3970      -0.000000     -15.234800  -12732.551389       0.061697     185.090904  -12547.460485
    3980      -0.000000     -15.222800  -12732.933460       0.061824     185.472962  -12547.460498
    3990      -0.000000     -15.210800  -12733.265889       0.061935     185.805377  -12547.460512
    4000      -0.000000     -15.198800  -12733.536598       0.062025     186.076078  -12547.460521
    4010      -0.000000     -15.186800  -12733.736115       0.062092     186.275571  -12547.460544
    4020      -0.000000     -15.174800  -12733.861103       0.062134     186.400564  -12547.460539
    4030      -0.000000     -15.162800  -12733.907677       0.062149     186.447117  -12547.460559
    4040      -0.000000     -15.150800  -12733.871083       0.062137     186.410530  -12547.460553
    4050      -0.000000     -15.138800  -12733.750068       0.062097     186.289517  -12547.460551
    4060      -0.000000     -15.126800  -12733.548454       0.062029     186.087884  -12547.460569
    4070      -0.000000     -15.114800  -12733.273043       0.061937     185.812491  -12547.460552
    4080      -0.000000     -15.102800  -12732.932759       0.061824     185.472219  -12547.460540
    4090      -0.000000     -15.090800  -12732.539329       0.061693     185.078807  -12547.460522
    4100      -0.000000     -15.078800  -12732.107535       0.061549     184.647019  -12547.460516
    4110      -0.000000     -15.066800  -12731.653698       0.061398     184.193197  -12547.460501
    4120      -0.000000     -15.054800  -12731.194089       0.061245     183.733597  -12547.460492
    4130      -0.000000     -15.042800  -12730.741807       0.061094     183.281317  -12547.460490
    4140      -0.000000     -15.030800  -12730.310549       0.060950     182.850068  -12547.460482
    4150      -0.000000     -15.018800  -12729.916450       0.060819     182.455972  -12547.460478
    4160      -0.000000     -15.006800  -12729.575023       0.060705     182.114555  -12547.460468
    4170      -0.000000     -14.994800  -12729.297218       0.060612     181.836751  -12547.460467
    4180      -0.000000     -14.982800  -12729.089698       0.060543     181.629235  -12547.460462
    4190      -0.000000     -14.970800  -12728.957607       0.060499     181.497146  -12547.460461
    4200      -0.000000     -14.958800  -12728.906169       0.060482     181.445712  -12547.460457
    4210      -0.000000     -14.946800  -12728.939889       0.060493     181.479433  -12547.460455
    4220      -0.000000     -14.934800  -12729.060085       0.060533     181.599627  -12547.460459
    4230      -0.000000     -14.922800  -12729.262999       0.060601     181.802538  -12547.460462
    4240      -0.000000     -14.910800  -12729.539382       0.060693     182.078914  -12547.460467
    4250      -0.000000     -14.898800  -12729.876363       0.060805     182.415885  -12547.460478
    4260      -0.000000     -14.886800  -12730.261394       0.060934     182.800907  -12547.460487
    4270      -0.000000     -14.874800  -12730.683696       0.061074     183.223202  -12547.460494
    4280      -0.000000     -14.862800  -12731.130619       0.061223     183.670112  -12547.460507
    4290      -0.000000     -14.850800  -12731.584701       0.061375     184.124181  -12547.460520
    4300      -0.000000     -14.838800  -12732.025243       0.061522     184.564712  -12547.460531
    4310      -0.000000     -14.826800  -12732.434998       0.061658     184.974459  -12547.460539
    4320      -0.000000     -14.814800  -12732.803236       0.061781     185.342693  -12547.460543
    4330      -0.000000     -14.802800  -12733.121183       0.061887     185.660634  -12547.460549
    4340      -0.000000     -14.790800  -12733.378133       0.061973     185.917561  -12547.460572
    4350      -0.000000     -14.778800  -12733.562851       0.062034     186.102293  -12547.460557
    4360      -0.000000     -14.766800  -12733.668782       0.062069     186.208215  -12547.460568
    4370      -0.000000     -14.754800  -12733.696801       0.062079     186.236228  -12547.460573
    4380      -0.000000     -14.742800  -12733.651639       0.062064     186.191094  -12547.460546
    4390      -0.000000     -14.730800  -12733.536335       0.062025     186.075796  -12547.460539
    4400      -0.000000     -14.718800  -12733.352672       0.061964     185.892141  -12547.460531
    4410      -0.000000     -14.706800  -12733.105004       0.061881     185.644479  -12547.460525
    4420      -0.000000     -14.694800  -12732.801136       0.061780     185.340629  -12547.460508
    4430      -0.000000     -14.682800  -12732.451063       0.061664     184.990562  -12547.460501
    4440      -0.000000     -14.670800  -12732.067407       0.061536     184.606904  -12547.460503
    4450      -0.000000     -14.658800  -12731.663269       0.061401     184.202777  -12547.460492
    4460      -0.000000     -14.646800  -12731.250297       0.061263     183.789821  -12547.460477
    4470      -0.000000     -14.634800  -12730.838975       0.061126     183.378502  -12547.460474
    4480      -0.000000     -14.622800  -12730.439954       0.060993     182.979486  -12547.460468
    4490      -0.000000     -14.610800  -12730.066559       0.060869     182.606101  -12547.460457
    4500      -0.000000     -14.598800  -12729.734446       0.060758     182.273992  -12547.460454
    4510      -0.000000     -14.586800  -12729.455161       0.060665     181.994712  -12547.460449
    4520      -0.000000     -14.574800  -12729.232929       0.060591     181.772476  -12547.460453
    4530      -0.000000     -14.562800  -12729.070633       0.060537     181.610188  -12547.460445
    4540      -0.000000     -14.550800  -12728.973463       0.060504     181.513024  -12547.460438
    4550      -0.000000     -14.538800  -12728.949106       0.060496     181.488669  -12547.460437
    4560      -0.000000     -14.526800  -12729.001581       0.060514     181.541149  -12547.460432
    4570      -0.000000     -14.514800  -12729.128084       0.060556     181.667651  -12547.460433
    4580      -0.000000     -14.502800  -12729.320895       0.060620     181.860459  -12547.460436
    4590      -0.000000     -14.490800  -12729.572822       0.060704     182.112380  -12547.460442
    4600      -0.000000     -14.478800  -12729.878375       0.060806     182.417930  -12547.460445
    4610      -0.000000     -14.466800  -12730.231052       0.060924     182.770600  -12547.460452
    4620      -0.000000     -14.454800  -12730.619613       0.061053     183.159157  -12547.460457
    4630      -0.000000     -14.442800  -12731.029766       0.061190     183.569305  -12547.460461
    4640      -0.000000     -14.430800  -12731.448790       0.061329     183.988322  -12547.460468
    4650      -0.000000     -14.418800  -12731.866624       0.061469     184.406167  -12547.460456
    4660      -0.000000     -14.406800  -12732.271734       0.061604     184.811263  -12547.460472
    4670      -0.000000     -14.394800  -12732.650622       0.061730     185.190138  -12547.460484
    4680      -0.000000     -14.382800  -12732.988501       0.061843     185.528018  -12547.460484
    4690      -0.000000     -14.370800  -12733.272358       0.061937     185.811876  -12547.460482
    4700      -0.000000     -14.358800  -12733.491718       0.062010     186.031235  -12547.460483
    4710      -0.000000     -14.346800  -12733.639587       0.062060     186.179098  -12547.460489
    4720      -0.000000     -14.334800  -12733.712810       0.062084     186.252330  -12547.460479
    4730      -0.000000     -14.322800  -12733.709451       0.062083     186.248946  -12547.460505
    4740      -0.000000     -14.310800  -12733.628137       0.062056     186.167631  -12547.460506
    4750      -0.000000     -14.298800  -12733.469100       0.062003     186.008584  -12547.460516
    4760      -0.000000     -14.286800  -12733.236207       0.061925     185.775697  -12547.460511
    4770      -0.000000     -14.274800  -12732.939077       0.061826     185.478580  -12547.460497
    4780      -0.000000     -14.262800  -12732.588859       0.061709     185.128375  -12547.460483
    4790      -0.000000     -14.250800  -12732.195795       0.061578     184.735326  -12547.460470
    4800      -0.000000     -14.238800  -12731.771707       0.061437     184.311245  -12547.460463
    4810      -0.000000     -14.226800  -12731.332547       0.061291     183.872112  -12547.460435
    4820      -0.000000     -14.214800  -12730.896767       0.061145     183.436342  -12547.460425
    4830      -0.000000     -14.202800  -12730.479760       0.061006     183.019348  -12547.460412
    4840      -0.000000     -14.190800  -12730.090951       0.060877     182.630545  -12547.460407
    4850      -0.000000     -14.178800  -12729.739452       0.060760     182.279057  -12547.460395
    4860      -0.000000     -14.166800  -12729.438301       0.060659     181.977923  -12547.460378
    4870      -0.000000     -14.154800  -12729.203405       0.060581     181.743032  -12547.460373
    4880      -0.000000     -14.142800  -12729.046336       0.060529     181.585968  -12547.460367
    4890      -0.000000     -14.130800  -12728.971351       0.060504     181.510979  -12547.460371
    4900      -0.000000     -14.118800  -12728.978337       0.060506     181.517964  -12547.460372
    4910      -0.000000     -14.106800  -12729.066495       0.060535     181.606122  -12547.460374
    4920      -0.000000     -14.094800  -12729.233096       0.060591     181.772719  -12547.460378
    4930      -0.000000     -14.082800  -12729.471957       0.060671     182.011577  -12547.460380
    4940      -0.000000     -14.070800  -12729.774596       0.060771     182.314210  -12547.460386
    4950      -0.000000     -14.058800  -12730.131605       0.060890     182.671213  -12547.460392
    4960      -0.000000     -14.046800  -12730.531636       0.061024     183.071239  -12547.460397
    4970      -0.000000     -14.034800  -12730.960896       0.061167     183.500487  -12547.460409
    4980      -0.000000     -14.022800  -12731.404528       0.061315     183.944108  -12547.460420
    4990      -0.000000     -14.010800  -12731.847831       0.061462     184.387396  -12547.460434
    5000      -0.000000     -13.998800  -12732.275224       0.061605     184.814783  -12547.460441
    5010      -0.000000     -13.986800  -12732.668646       0.061736     185.208188  -12547.460458
    5020      -0.000000     -13.974800  -12733.012615       0.061851     185.552148  -12547.460467
    5030      -0.000000     -13.962800  -12733.297042       0.061946     185.836585  -12547.460457
    5040      -0.000000     -13.950800  -12733.517120       0.062019     186.056660  -12547.460460
    5050      -0.000000     -13.938800  -12733.666473       0.062069     186.206018  -12547.460455
    5060      -0.000000     -13.926800  -12733.737096       0.062092     186.276636  -12547.460460
    5070      -0.000000     -13.914800  -12733.725332       0.062088     186.264887  -12547.460445
    5080      -0.000000     -13.902800  -12733.635100       0.062058     186.174663  -12547.460437
    5090      -0.000000     -13.890800  -12733.473897       0.062004     186.013465  -12547.460432
    5100      -0.000000     -13.878800  -12733.247818       0.061929     185.787374  -12547.460444
    5110      -0.000000     -13.866800  -12732.963178       0.061834     185.502722  -12547.460456
    5120      -0.000000     -13.854800  -12732.628845       0.061723     185.168372  -12547.460473
    5130      -0.000000     -13.842800  -12732.255311       0.061598     184.794834  -12547.460477
    5140      -0.000000     -13.830800  -12731.854354       0.061465     184.393892  -12547.460462
    5150      -0.000001     -13.818799  -12731.439717       0.061326     183.979276  -12547.460441
    5160      -0.000001     -13.806799  -12731.025446       0.061188     183.565029  -12547.460417
    5170      -0.000002     -13.794798  -12730.623445       0.061054     183.163041  -12547.460404
    5180      -0.000003     -13.782797  -12730.244531       0.060928     182.784132  -12547.460399
    5190      -0.000004     -13.770796  -12729.898983       0.060813     182.438589  -12547.460395
    5200      -0.000005     -13.758795  -12729.597143       0.060712     182.136756  -12547.460387
    5210      -0.000007     -13.746793  -12729.348787       0.060629     181.888412  -12547.460376
    5220      -0.000009     -13.734791  -12729.162336       0.060567     181.701959  -12547.460377
    5230      -0.000011     -13.722789  -12729.043490       0.060528     181.583119  -12547.460372
    5240      -0.000013     -13.710787  -12728.995792       0.060512     181.535422  -12547.460370
    5250      -0.000016     -13.698785  -12729.022487       0.060521     181.562122  -12547.460366
    5260      -0.000018     -13.686782  -12729.126713       0.060555     181.666367  -12547.460345
    5270      -0.000022     -13.674779  -12729.306050       0.060615     181.845687  -12547.460362
    5280      -0.000025     -13.662775  -12729.553440       0.060698     182.093048  -12547.460392
    5290      -0.000029     -13.650771  -12729.858297       0.060799     182.397891  -12547.460406
    5300      -0.000034     -13.638766  -12730.213207       0.060918     182.752795  -12547.460411
    5310      -0.000039     -13.626761  -12730.612597       0.061051     183.152141  -12547.460456
    5320      -0.000046     -13.614754  -12731.050372       0.061197     183.589904  -12547.460469
    5330      -0.000053     -13.602747  -12731.516316       0.061352     184.055793  -12547.460523
    5340      -0.000061     -13.590739  -12731.993004       0.061511     184.532508  -12547.460496
    5350      -0.000070     -13.578730  -12732.464095       0.061668     185.003602  -12547.460492
    5360      -0.000081     -13.566719  -12732.913731       0.061818     185.453234  -12547.460497
    5370      -0.000093     -13.554707  -12733.329211       0.061956     185.868739  -12547.460472
    5380      -0.000107     -13.542693  -12733.696550       0.062079     186.236079  -12547.460471
    5390      -0.000122     -13.530678  -12734.005076       0.062182     186.544626  -12547.460450
    5400      -0.000138     -13.518662  -12734.243014       0.062261     186.782552  -12547.460462
    5410      -0.000157     -13.506643  -12734.405335       0.062315     186.944847  -12547.460488
    5420      -0.000177     -13.494623  -12734.487002       0.062342     187.026522  -12547.460480
    5430      -0.000199     -13.482601  -12734.484790       0.062341     187.024312  -12547.460478
    5440      -0.000222     -13.470578  -12734.399507       0.062313     186.939029  -12547.460478
    5450      -0.000248     -13.458552  -12734.237261       0.062259     186.776796  -12547.460465
    5460      -0.000276     -13.446524  -12734.008100       0.062183     186.547644  -12547.460456
    5470      -0.000305     -13.434495  -12733.723163       0.062088     186.262723  -12547.460440
    5480      -0.000337     -13.422463  -12733.395467       0.061978     185.935043  -12547.460424
    5490      -0.000371     -13.410429  -12733.040517       0.061860     185.580104  -12547.460413
    5500      -0.000407     -13.398393  -12732.673507       0.061738     185.213096  -12547.460411
    5510      -0.000445     -13.386355  -12732.306922       0.061616     184.846509  -12547.460413
    5520      -0.000486     -13.374314  -12731.951941       0.061497     184.491529  -12547.460412
    5530      -0.000529     -13.362271  -12731.622816       0.061387     184.162406  -12547.460410
    5540      -0.000574     -13.350226  -12731.335658       0.061292     183.875266  -12547.460392
    5550      -0.000622     -13.338178  -12731.104105       0.061215     183.643716  -12547.460390
    5560      -0.000673     -13.326127  -12730.936411       0.061159     183.476025  -12547.460386
    5570      -0.000726     -13.314074  -12730.839310       0.061126     183.378931  -12547.460379
    5580      -0.000782     -13.302018  -12730.822652       0.061121     183.362272  -12547.460379
    5590      -0.000841     -13.289959  -12730.896819       0.061145     183.436440  -12547.460379
    5600      -0.000903     -13.277897  -12731.066586       0.061202     183.606204  -12547.460382
    5610      -0.000969     -13.265832  -12731.328010       0.061289     183.867624  -12547.460386
    5620      -0.001037     -13.253763  -12731.671378       0.061404     184.210986  -12547.460393
    5630      -0.001109     -13.241691  -12732.086247       0.061542     184.625846  -12547.460402
    5640      -0.001184     -13.229616  -12732.563352       0.061701     185.102942  -12547.460410
    5650      -0.001263     -13.217538  -12733.094279       0.061878     185.633862  -12547.460417
    5660      -0.001345     -13.205455  -12733.670590       0.062070     186.210167  -12547.460423
    5670      -0.001431     -13.193369  -12734.280991       0.062274     186.820556  -12547.460435
    5680      -0.001522     -13.181278  -12734.909676       0.062483     187.449239  -12547.460437
    5690      -0.001617     -13.169183  -12735.540229       0.062693     188.079754  -12547.460476
    5700      -0.001716     -13.157084  -12736.159026       0.062899     188.698492  -12547.460534
    5710      -0.001820     -13.144980  -12736.752504       0.063097     189.291984  -12547.460521
    5720      -0.001929     -13.132871  -12737.306394       0.063282     189.845860  -12547.460534
    5730      -0.002043     -13.120757  -12737.807991       0.063449     190.347426  -12547.460565
    5740      -0.002164     -13.108636  -12738.247304       0.063596     190.786755  -12547.460549
    5750      -0.002290     -13.096510  -12738.618896       0.063719     191.158336  -12547.460560
    5760      -0.002422     -13.084378  -12738.922822       0.063821     191.462242  -12547.460580
    5770      -0.002561     -13.072239  -12739.160161       0.063900     191.699688  -12547.460473
    5780      -0.002708     -13.060092  -12739.334657       0.063958     191.874180  -12547.460477
    5790      -0.002862     -13.047938  -12739.449820       0.063996     191.989263  -12547.460556
    5800      -0.003024     -13.035776  -12739.509655       0.064016     192.049099  -12547.460556
    5810      -0.003195     -13.023605  -12739.525044       0.064021     192.064453  -12547.460591
    5820      -0.003376     -13.011425  -12739.510424       0.064017     192.049835  -12547.460589
    5830      -0.003566     -12.999234  -12739.482924       0.064007     192.022347  -12547.460577
    5840      -0.003767     -12.987033  -12739.461465       0.064000     192.001026  -12547.460439
    5850      -0.003979     -12.974821  -12739.461645       0.064000     192.001165  -12547.460479
    5860      -0.004203     -12.962597  -12739.496981       0.064012     192.036473  -12547.460508
    5870      -0.004440     -12.950360  -12739.582112       0.064041     192.121780  -12547.460332
    5880      -0.004691     -12.938109  -12739.735108       0.064092     192.274812  -12547.460296
    5890      -0.004956     -12.925844  -12739.974530       0.064171     192.514258  -12547.460272
    5900      -0.005237     -12.913563  -12740.313491       0.064284     192.853288  -12547.460203
    5910      -0.005534     -12.901266  -12740.759359       0.064433     193.299129  -12547.460229
    5920      -0.005849     -12.888951  -12741.317409       0.064619     193.857162  -12547.460248
    5930      -0.006184     -12.876616  -12742.000673       0.064847     194.540481  -12547.460192
    5940      -0.006538     -12.864262  -12742.819672       0.065120     195.359457  -12547.460215
    5950      -0.006914     -12.851886  -12743.788040       0.065443     196.327758  -12547.460281
    5960      -0.007313     -12.839487  -12744.913231       0.065818     197.452916  -12547.460315
    5970      -0.007736     -12.827064  -12746.196395       0.066245     198.736037  -12547.460358
    5980      -0.008185     -12.814615  -12747.626943       0.066722     200.166572  -12547.460371
    5990      -0.008662     -12.802138  -12749.192464       0.067244     201.732183  -12547.460281
    6000      -0.009168     -12.789632  -12750.883446       0.067808     203.423143  -12547.460303
    6010      -0.009705     -12.777095  -12752.667454       0.068402     205.207088  -12547.460365
    6020      -0.010273     -12.764527  -12754.482287       0.069007     207.021884  -12547.460403
    6030      -0.010874     -12.751926  -12756.249481       0.069596     208.788990  -12547.460491
    6040      -0.011509     -12.739291  -12757.884081       0.070141     210.423616  -12547.460465
    6050      -0.012175     -12.726625  -12759.329339       0.070623     211.868810  -12547.460529
    6060      -0.012873     -12.713927  -12760.609417       0.071050     213.148778  -12547.460639
    6070      -0.013599     -12.701201  -12761.820006       0.071453     214.359542  -12547.460464
    6080      -0.014353     -12.688447  -12763.041708       0.071860     215.581228  -12547.460480
    6090      -0.015132     -12.675668  -12764.268620       0.072269     216.807976  -12547.460644
    6100      -0.015937     -12.662863  -12765.422624       0.072654     217.961763  -12547.460861
    6110      -0.016767     -12.650033  -12766.456794       0.072999     218.996105  -12547.460689
    6120      -0.017625     -12.637175  -12767.446295       0.073329     219.985667  -12547.460628
    6130      -0.018514     -12.624286  -12768.533623       0.073691     221.073091  -12547.460532
    6140      -0.019436     -12.611364  -12769.797996       0.074112     222.337388  -12547.460607
    6150      -0.020395     -12.598405  -12771.138995       0.074559     223.678235  -12547.460759
    6160      -0.021394     -12.585406  -12772.350748       0.074963     224.889820  -12547.460927
    6170      -0.022438     -12.572362  -12773.311333       0.075284     225.850554  -12547.460779
    6180      -0.023529     -12.559271  -12774.133557       0.075558     226.672920  -12547.460638
    6190      -0.024668     -12.546132  -12775.065920       0.075868     227.605376  -12547.460545
    6200      -0.025857     -12.532943  -12776.262363       0.076267     228.801776  -12547.460587
    6210      -0.027098     -12.519703  -12777.634471       0.076725     230.173732  -12547.460738
    6220      -0.028389     -12.506411  -12778.953248       0.077164     231.492324  -12547.460925
    6230      -0.029732     -12.493068  -12780.044826       0.077528     232.584000  -12547.460826
    6240      -0.031126     -12.479674  -12780.920032       0.077820     233.459258  -12547.460773
    6250      -0.032568     -12.466232  -12781.717837       0.078086     234.257221  -12547.460616
    6260      -0.034056     -12.452744  -12782.563807       0.078368     235.103280  -12547.460527
    6270      -0.035582     -12.439218  -12783.441731       0.078660     235.981204  -12547.460527
    6280      -0.037141     -12.425660  -12784.155458       0.078898     236.694886  -12547.460572
    6290      -0.038721     -12.412079  -12784.447509       0.078996     236.986669  -12547.460840
    6300      -0.040310     -12.398490  -12784.230725       0.078923     236.770018  -12547.460708
    6310      -0.041896     -12.384904  -12783.772817       0.078771     236.312439  -12547.460379
    6320      -0.043467     -12.371333  -12783.581677       0.078707     236.121535  -12547.460142
    6330      -0.045013     -12.357787  -12784.058552       0.078866     236.598455  -12547.460097
    6340      -0.046531     -12.344270  -12785.206783       0.079249     237.746418  -12547.460365
    6350      -0.048021     -12.330779  -12786.646569       0.079729     239.185797  -12547.460772
    6360      -0.049489     -12.317311  -12787.951524       0.080164     240.490588  -12547.460936
    6370      -0.050943     -12.303857  -12788.983462       0.080508     241.522646  -12547.460816
    6380      -0.052391     -12.290409  -12789.905039       0.080815     242.444316  -12547.460723
    6390      -0.053842     -12.276958  -12790.872079       0.081137     243.411248  -12547.460831
    6400      -0.055303     -12.263498  -12791.794921       0.081445     244.333920  -12547.461001
    6410      -0.056777     -12.250023  -12792.425048       0.081655     244.963940  -12547.461108
    6420      -0.058268     -12.236532  -12792.628118       0.081722     245.167140  -12547.460978
    6430      -0.059776     -12.223024  -12792.535483       0.081692     245.074629  -12547.460854
    6440      -0.061303     -12.209497  -12792.470780       0.081670     245.010230  -12547.460551
    6450      -0.062848     -12.195952  -12792.707004       0.081749     245.246435  -12547.460569
    6460      -0.064411     -12.182389  -12793.243660       0.081928     245.782989  -12547.460672
    6470      -0.065992     -12.168808  -12793.846923       0.082129     246.386081  -12547.460842
    6480      -0.067588     -12.155212  -12794.300204       0.082280     246.839293  -12547.460911
    6490      -0.069197     -12.141603  -12794.519378       0.082353     247.058413  -12547.460965
    6500      -0.070814     -12.127986  -12794.458924       0.082333     246.997865  -12547.461059
    6510      -0.072433     -12.114367  -12794.092398       0.082210     246.631468  -12547.460930
    6520      -0.074046     -12.100754  -12793.467376       0.082002     246.006502  -12547.460875
    6530      -0.075647     -12.087153  -12792.709538       0.081750     245.248717  -12547.460820
    6540      -0.077227     -12.073573  -12791.943108       0.081494     244.482288  -12547.460820
    6550      -0.078783     -12.060017  -12791.223942       0.081254     243.763111  -12547.460831
    6560      -0.080310     -12.046490  -12790.542802       0.081027     243.081956  -12547.460847
    6570      -0.081812     -12.032989  -12789.876728       0.080805     242.415929  -12547.460799
    6580      -0.083289     -12.019511  -12789.261400       0.080600     241.800559  -12547.460841
    6590      -0.084746     -12.006054  -12788.740312       0.080426     241.279399  -12547.460912
    6600      -0.086183     -11.992617  -12788.241736       0.080260     240.780668  -12547.461068
    6610      -0.087601     -11.979199  -12787.587049       0.080042     240.125865  -12547.461184
    6620      -0.088997     -11.965803  -12786.682458       0.079740     239.221349  -12547.461109
    6630      -0.090372     -11.952428  -12785.661883       0.079400     238.200818  -12547.461065
    6640      -0.091724     -11.939076  -12784.777163       0.079105     237.315923  -12547.461241
    6650      -0.093057     -11.925743  -12784.125318       0.078888     236.663940  -12547.461378
    6660      -0.094373     -11.912427  -12783.565211       0.078701     236.103615  -12547.461596
    6670      -0.095674     -11.899126  -12782.916621       0.078485     235.455017  -12547.461604
    6680      -0.096964     -11.885836  -12782.202711       0.078247     234.741175  -12547.461535
    6690      -0.098240     -11.872560  -12781.573168       0.078037     234.111618  -12547.461549
    6700      -0.099500     -11.859300  -12781.045194       0.077861     233.583523  -12547.461670
    6710      -0.100739     -11.846061  -12780.441725       0.077660     232.979997  -12547.461728
    6720      -0.101950     -11.832850  -12779.622788       0.077387     232.161251  -12547.461537
    6730      -0.103126     -11.819674  -12778.703003       0.077081     231.241556  -12547.461446
    6740      -0.104264     -11.806536  -12777.936162       0.076825     230.474800  -12547.461362
    6750      -0.105361     -11.793439  -12777.417908       0.076652     229.956381  -12547.461527
    6760      -0.106419     -11.780381  -12776.961992       0.076500     229.500275  -12547.461717
    6770      -0.107442     -11.767358  -12776.326066       0.076288     228.864272  -12547.461794
    6780      -0.108432     -11.754368  -12775.440084       0.075993     227.978243  -12547.461841
    6790      -0.109393     -11.741407  -12774.377498       0.075639     226.915669  -12547.461829
    6800      -0.110322     -11.728478  -12773.210598       0.075250     225.748730  -12547.461868
    6810      -0.111217     -11.715583  -12771.955277       0.074831     224.493463  -12547.461814
    6820      -0.112075     -11.702725  -12770.636330       0.074392     223.174569  -12547.461762
    6830      -0.112893     -11.689907  -12769.337197       0.073959     221.875539  -12547.461658
    6840      -0.113668     -11.677132  -12768.088470       0.073542     220.626666  -12547.461804
    6850      -0.114401     -11.664399  -12766.757544       0.073099     219.295578  -12547.461966
    6860      -0.115094     -11.651706  -12765.130712       0.072556     217.668635  -12547.462077
    6870      -0.115747     -11.639053  -12763.166114       0.071901     215.704177  -12547.461937
    6880      -0.116358     -11.626442  -12761.071664       0.071203     213.609903  -12547.461761
    6890      -0.116925     -11.613875  -12759.012143       0.070517     211.550348  -12547.461795
    6900      -0.117438     -11.601362  -12756.866279       0.069801     209.404265  -12547.462015
    6910      -0.117890     -11.588910  -12754.440778       0.068993     206.978807  -12547.461971
    6920      -0.118272     -11.576528  -12751.812442       0.068117     204.350614  -12547.461829
    6930      -0.118580     -11.564220  -12749.217876       0.067252     201.756097  -12547.461778
    6940      -0.118811     -11.551989  -12746.727818       0.066422     199.265954  -12547.461864
    6950      -0.118970     -11.539830  -12744.264927       0.065601     196.803090  -12547.461836
