#  Steps           Rx_A           Rx_B           Epot           Temp           Ekin           Etot
    6960      -0.119060     -11.527740  -12741.863501       0.064801     194.401834  -12547.461667
    6970      -0.119082     -11.515718  -12739.689887       0.064076     192.228265  -12547.461622
    6980      -0.119035     -11.503765  -12737.757139       0.063432     190.295337  -12547.461802
    6990      -0.118915     -11.491885  -12735.866465       0.062802     188.404600  -12547.461865
    7000      -0.118716     -11.480084  -12733.894426       0.062144     186.432678  -12547.461748
    7010      -0.118433     -11.468367  -12731.950459       0.061496     184.488789  -12547.461670
    7020      -0.118066     -11.456734  -12730.149596       0.060896     182.687821  -12547.461774
    7030      -0.117613     -11.445187  -12728.405774       0.060315     180.943886  -12547.461888
    7040      -0.117079     -11.433721  -12726.600874       0.059713     179.138915  -12547.461958
    7050      -0.116463     -11.422337  -12724.787400       0.059109     177.325527  -12547.461873
    7060      -0.115764     -11.411036  -12723.084508       0.058541     175.622659  -12547.461850
    7070      -0.114979     -11.399821  -12721.498755       0.058012     174.036905  -12547.461851
    7080      -0.114103     -11.388697  -12720.015075       0.057518     172.553306  -12547.461768
    7090      -0.113132     -11.377668  -12718.722534       0.057087     171.260749  -12547.461785
    7100      -0.112065     -11.366735  -12717.613586       0.056717     170.151599  -12547.461987
    7110      -0.110904     -11.355896  -12716.381945       0.056307     168.919759  -12547.462185
    7120      -0.109651     -11.345149  -12714.763247       0.055767     167.301152  -12547.462095
    7130      -0.108307     -11.334493  -12712.939616       0.055159     165.477744  -12547.461871
    7140      -0.106871     -11.323929  -12711.240470       0.054593     163.778606  -12547.461864
    7150      -0.105338     -11.313462  -12709.639580       0.054059     162.177530  -12547.462050
    7160      -0.103702     -11.303098  -12707.947795       0.053495     160.485926  -12547.461869
    7170      -0.101959     -11.292841  -12706.255701       0.052931     158.794088  -12547.461613
    7180      -0.100107     -11.282693  -12704.813051       0.052450     157.351293  -12547.461758
    7190      -0.098149     -11.272651  -12703.521903       0.052020     156.059829  -12547.462074
    7200      -0.096087     -11.262713  -12701.937798       0.051492     154.475715  -12547.462083
    7210      -0.093923     -11.252877  -12699.930997       0.050823     152.469215  -12547.461782
    7220      -0.091654     -11.243146  -12697.887584       0.050142     150.425910  -12547.461674
    7230      -0.089275     -11.233525  -12696.059600       0.049533     148.597923  -12547.461678
    7240      -0.086778     -11.224022  -12694.304549       0.048948     146.842752  -12547.461797
    7250      -0.084158     -11.214642  -12692.626892       0.048388     145.165380  -12547.461512
    7260      -0.081412     -11.205388  -12691.328038       0.047956     143.866501  -12547.461536
    7270      -0.078543     -11.196257  -12690.415021       0.047651     142.953126  -12547.461896
    7280      -0.075556     -11.187244  -12689.441581       0.047327     141.979585  -12547.461996
    7290      -0.072458     -11.178342  -12688.165940       0.046901     140.704173  -12547.461767
    7300      -0.069253     -11.169547  -12686.885040       0.046475     139.423513  -12547.461527
    7310      -0.065940     -11.160860  -12685.841315       0.046127     138.379541  -12547.461774
    7320      -0.062520     -11.152280  -12684.797058       0.045778     137.335222  -12547.461836
    7330      -0.058989     -11.143811  -12683.569485       0.045369     136.107923  -12547.461562
    7340      -0.055347     -11.135453  -12682.497358       0.045012     135.036034  -12547.461324
    7350      -0.051596     -11.127205  -12681.851776       0.044797     134.390174  -12547.461603
    7360      -0.047737     -11.119063  -12681.283186       0.044607     133.821309  -12547.461877
    7370      -0.043775     -11.111025  -12680.388527       0.044309     132.926794  -12547.461733
    7380      -0.039713     -11.103087  -12679.376794       0.043972     131.915417  -12547.461377
    7390      -0.035552     -11.095248  -12678.619430       0.043719     131.157992  -12547.461438
    7400      -0.031292     -11.087508  -12677.989962       0.043509     130.528342  -12547.461620
    7410      -0.026930     -11.079870  -12677.187885       0.043242     129.726367  -12547.461518
    7420      -0.022464     -11.072336  -12676.353134       0.042964     128.891813  -12547.461320
    7430      -0.017895     -11.064905  -12675.766275       0.042768     128.304821  -12547.461454
    7440      -0.013224     -11.057576  -12675.236618       0.042592     127.774847  -12547.461771
    7450      -0.008452     -11.050348  -12674.402966       0.042314     126.941198  -12547.461769
    7460      -0.003583     -11.043217  -12673.380329       0.041973     125.918832  -12547.461496
    7470       0.001383     -11.036183  -12672.507483       0.041682     125.046043  -12547.461440
    7480       0.006446     -11.029246  -12671.772438       0.041437     124.310788  -12547.461650
    7490       0.011608     -11.022408  -12670.964740       0.041168     123.503111  -12547.461630
    7500       0.016869     -11.015669  -12670.099735       0.040879     122.638220  -12547.461515
    7510       0.022227     -11.009027  -12669.346425       0.040628     121.884911  -12547.461514
    7520       0.027681     -11.002481  -12668.713791       0.040417     121.252165  -12547.461626
    7530       0.033229     -10.996029  -12668.059159       0.040199     120.597550  -12547.461609
    7540       0.038870     -10.989671  -12667.364733       0.039968     119.903298  -12547.461434
    7550       0.044606     -10.983406  -12666.737041       0.039759     119.275581  -12547.461461
    7560       0.050437     -10.977237  -12666.161246       0.039567     118.699696  -12547.461550
    7570       0.056365     -10.971165  -12665.560447       0.039366     118.098991  -12547.461457
    7580       0.062392     -10.965192  -12665.024608       0.039188     117.563246  -12547.461362
    7590       0.068518     -10.959318  -12664.692394       0.039077     117.230991  -12547.461403
    7600       0.074740     -10.953540  -12664.478508       0.039006     117.016936  -12547.461572
    7610       0.081054     -10.947854  -12664.177783       0.038905     116.716209  -12547.461574
    7620       0.087456     -10.942256  -12663.792040       0.038777     116.330687  -12547.461353
    7630       0.093941     -10.936741  -12663.527556       0.038689     116.066308  -12547.461248
    7640       0.100510     -10.931310  -12663.466040       0.038668     116.004671  -12547.461369
    7650       0.107164     -10.925964  -12663.470837       0.038670     116.009385  -12547.461452
    7660       0.113906     -10.920706  -12663.421040       0.038653     115.959693  -12547.461347
    7670       0.120740     -10.915540  -12663.337423       0.038625     115.876099  -12547.461324
    7680       0.127669     -10.910469  -12663.296751       0.038612     115.835469  -12547.461282
    7690       0.134690     -10.905491  -12663.391144       0.038643     115.929947  -12547.461197
    7700       0.141804     -10.900604  -12663.723823       0.038754     116.262637  -12547.461185
    7710       0.149006     -10.895806  -12664.346683       0.038962     116.885436  -12547.461247
    7720       0.156297     -10.891097  -12665.219435       0.039253     117.758101  -12547.461334
    7730       0.163678     -10.886478  -12666.212787       0.039584     118.751364  -12547.461424
    7740       0.171153     -10.881953  -12667.153704       0.039897     119.692198  -12547.461506
    7750       0.178728     -10.877528  -12667.947776       0.040162     120.486416  -12547.461360
    7760       0.186405     -10.873206  -12668.722988       0.040421     121.261766  -12547.461221
    7770       0.194185     -10.868985  -12669.712874       0.040751     122.251706  -12547.461168
    7780       0.202062     -10.864862  -12670.928611       0.041156     123.467263  -12547.461347
    7790       0.210030     -10.860830  -12672.179809       0.041573     124.718471  -12547.461338
    7800       0.218082     -10.856882  -12673.426698       0.041988     125.965450  -12547.461248
    7810       0.226213     -10.853013  -12674.745040       0.042428     127.283640  -12547.461400
    7820       0.234422     -10.849222  -12676.033212       0.042857     128.571673  -12547.461538
    7830       0.242711     -10.845511  -12677.185224       0.043241     129.723747  -12547.461477
    7840       0.251087     -10.841887  -12678.354655       0.043631     130.893300  -12547.461355
    7850       0.259552     -10.838352  -12679.657274       0.044065     132.195758  -12547.461516
    7860       0.268108     -10.834908  -12680.867500       0.044469     133.405794  -12547.461707
    7870       0.276754     -10.831554  -12681.744036       0.044761     134.282469  -12547.461567
    7880       0.285485     -10.828285  -12682.464694       0.045001     135.003480  -12547.461215
    7890       0.294298     -10.825098  -12683.416297       0.045318     135.955155  -12547.461141
    7900       0.303190     -10.821990  -12684.642785       0.045727     137.181462  -12547.461323
    7910       0.312162     -10.818962  -12685.901864       0.046147     138.440451  -12547.461412
    7920       0.321215     -10.816015  -12687.125005       0.046555     139.663755  -12547.461250
    7930       0.330350     -10.813150  -12688.450956       0.046997     140.989773  -12547.461183
    7940       0.339568     -10.810368  -12689.889055       0.047476     142.427678  -12547.461377
    7950       0.348866     -10.807666  -12691.220080       0.047920     143.758598  -12547.461481
    7960       0.358237     -10.805037  -12692.305439       0.048281     144.844114  -12547.461324
    7970       0.367677     -10.802477  -12693.300937       0.048613     145.839867  -12547.461069
    7980       0.377181     -10.799981  -12694.459938       0.049000     146.998897  -12547.461041
    7990       0.386746     -10.797546  -12695.840046       0.049460     148.378865  -12547.461181
    8000       0.396372     -10.795172  -12697.309952       0.049950     149.848671  -12547.461281
    8010       0.406060     -10.792860  -12698.725235       0.050421     151.263889  -12547.461347
    8020       0.415811     -10.790611  -12700.032768       0.050857     152.571460  -12547.461307
    8030       0.425627     -10.788427  -12701.298320       0.051279     153.837028  -12547.461291
    8040       0.435508     -10.786308  -12702.637600       0.051725     155.176309  -12547.461290
    8050       0.445453     -10.784253  -12704.073937       0.052204     156.612578  -12547.461359
    8060       0.455459     -10.782259  -12705.494116       0.052678     158.032558  -12547.461558
    8070       0.465525     -10.780325  -12706.758670       0.053099     159.297082  -12547.461587
    8080       0.475646     -10.778446  -12707.842349       0.053460     160.380831  -12547.461519
    8090       0.485821     -10.776621  -12708.821690       0.053787     161.360282  -12547.461408
    8100       0.496045     -10.774845  -12709.754901       0.054098     162.293430  -12547.461472
    8110       0.506315     -10.773115  -12710.630958       0.054390     163.169461  -12547.461497
    8120       0.516627     -10.771427  -12711.462689       0.054667     164.001229  -12547.461460
    8130       0.526978     -10.769778  -12712.343159       0.054961     164.881614  -12547.461545
    8140       0.537367     -10.768167  -12713.320415       0.055286     165.858846  -12547.461569
    8150       0.547793     -10.766593  -12714.300485       0.055613     166.838797  -12547.461689
    8160       0.558255     -10.765055  -12715.159645       0.055899     167.698031  -12547.461613
    8170       0.568756     -10.763556  -12715.916741       0.056152     168.455114  -12547.461627
    8180       0.579292     -10.762093  -12716.673859       0.056404     169.212106  -12547.461753
    8190       0.589864     -10.760664  -12717.481490       0.056673     170.019668  -12547.461822
    8200       0.600466     -10.759266  -12718.290904       0.056943     170.829083  -12547.461821
    8210       0.611096     -10.757896  -12719.054872       0.057198     171.593075  -12547.461797
    8220       0.621750     -10.756550  -12719.813199       0.057450     172.351354  -12547.461845
    8230       0.632426     -10.755226  -12720.625337       0.057721     173.163411  -12547.461927
    8240       0.643124     -10.753924  -12721.439832       0.057993     173.977762  -12547.462070
    8250       0.653845     -10.752645  -12722.142894       0.058227     174.680785  -12547.462109
    8260       0.664591     -10.751391  -12722.716314       0.058418     175.254346  -12547.461968
    8270       0.675363     -10.750163  -12723.239816       0.058593     175.777820  -12547.461996
    8280       0.686160     -10.748960  -12723.742213       0.058760     176.280059  -12547.462154
    8290       0.696981     -10.747781  -12724.170715       0.058903     176.708529  -12547.462186
    8300       0.707822     -10.746622  -12724.512638       0.059017     177.050529  -12547.462109
    8310       0.718679     -10.745479  -12724.851590       0.059130     177.389526  -12547.462065
    8320       0.729550     -10.744350  -12725.282142       0.059273     177.820174  -12547.461968
    8330       0.740431     -10.743231  -12725.830885       0.059456     178.368952  -12547.461933
    8340       0.751322     -10.742122  -12726.462419       0.059667     179.000511  -12547.461908
    8350       0.762223     -10.741023  -12727.169564       0.059903     179.707733  -12547.461831
    8360       0.773136     -10.739936  -12727.998493       0.060179     180.536593  -12547.461900
    8370       0.784062     -10.738862  -12728.948444       0.060495     181.486484  -12547.461960
    8380       0.795003     -10.737803  -12729.854652       0.060798     182.392527  -12547.462125
    8390       0.805959     -10.736759  -12730.516575       0.061018     183.054412  -12547.462163
    8400       0.816930     -10.735730  -12730.937255       0.061158     183.475181  -12547.462074
    8410       0.827914     -10.734714  -12731.355392       0.061298     183.893392  -12547.462001
    8420       0.838911     -10.733711  -12732.005650       0.061515     184.543618  -12547.462032
    8430       0.849921     -10.732721  -12732.872783       0.061804     185.410584  -12547.462199
    8440       0.860942     -10.731742  -12733.754952       0.062098     186.292750  -12547.462202
    8450       0.871975     -10.730775  -12734.545471       0.062361     187.083382  -12547.462089
    8460       0.883020     -10.729820  -12735.317684       0.062619     187.855623  -12547.462061
    8470       0.894078     -10.728878  -12736.126618       0.062888     188.664422  -12547.462196
    8480       0.905147     -10.727947  -12736.859799       0.063132     189.397484  -12547.462314
    8490       0.916227     -10.727027  -12737.402842       0.063314     189.940549  -12547.462293
    8500       0.927316     -10.726116  -12737.819320       0.063452     190.357079  -12547.462241
    8510       0.938412     -10.725212  -12738.268560       0.063602     190.806387  -12547.462173
    8520       0.949513     -10.724313  -12738.805419       0.063781     191.343133  -12547.462286
    8530       0.960618     -10.723418  -12739.336419       0.063958     191.874002  -12547.462417
    8540       0.971727     -10.722527  -12739.740019       0.064093     192.277573  -12547.462447
    8550       0.982840     -10.721640  -12739.963683       0.064167     192.501224  -12547.462458
    8560       0.993958     -10.720758  -12740.018625       0.064185     192.556267  -12547.462358
    8570       1.005083     -10.719883  -12739.940388       0.064159     192.478155  -12547.462233
    8580       1.016214     -10.719014  -12739.780003       0.064106     192.317837  -12547.462165
    8590       1.027350     -10.718150  -12739.581054       0.064040     192.118890  -12547.462165
    8600       1.038491     -10.717291  -12739.346629       0.063962     191.884503  -12547.462125
    8610       1.049634     -10.716434  -12739.036792       0.063858     191.574627  -12547.462164
    8620       1.060777     -10.715577  -12738.601001       0.063713     191.138677  -12547.462323
    8630       1.071917     -10.714717  -12738.013711       0.063517     190.551393  -12547.462318
    8640       1.083052     -10.713852  -12737.285992       0.063275     189.823804  -12547.462189
    8650       1.094179     -10.712979  -12736.493798       0.063011     189.031772  -12547.462026
    8660       1.105298     -10.712098  -12735.794412       0.062778     188.332514  -12547.461898
    8670       1.116407     -10.711207  -12735.347149       0.062628     187.885333  -12547.461816
    8680       1.127504     -10.710304  -12735.178424       0.062572     187.716472  -12547.461952
    8690       1.138589     -10.709389  -12735.141765       0.062560     187.679682  -12547.462084
    8700       1.149660     -10.708461  -12735.037232       0.062525     187.575148  -12547.462084
    8710       1.160718     -10.707519  -12734.760089       0.062433     187.297993  -12547.462095
    8720       1.171762     -10.706562  -12734.370610       0.062303     186.908766  -12547.461844
    8730       1.182792     -10.705592  -12734.007153       0.062182     186.545418  -12547.461735
    8740       1.193806     -10.704606  -12733.752712       0.062097     186.290996  -12547.461716
    8750       1.204803     -10.703603  -12733.588219       0.062042     186.126551  -12547.461668
    8760       1.215784     -10.702584  -12733.435534       0.061991     185.973759  -12547.461775
    8770       1.226745     -10.701546  -12733.233630       0.061924     185.771916  -12547.461714
    8780       1.237686     -10.700486  -12732.984166       0.061841     185.522533  -12547.461633
    8790       1.248605     -10.699405  -12732.750532       0.061763     185.289034  -12547.461498
    8800       1.259500     -10.698300  -12732.615701       0.061718     185.154156  -12547.461545
    8810       1.270369     -10.697169  -12732.623495       0.061721     185.161927  -12547.461568
    8820       1.281211     -10.696012  -12732.738885       0.061759     185.277309  -12547.461575
    8830       1.292027     -10.694827  -12732.885657       0.061808     185.424074  -12547.461583
    8840       1.302814     -10.693614  -12733.046179       0.061862     185.584615  -12547.461565
    8850       1.313573     -10.692373  -12733.294393       0.061944     185.832831  -12547.461562
    8860       1.324303     -10.691103  -12733.703629       0.062081     186.241944  -12547.461685
    8870       1.335002     -10.689802  -12734.233392       0.062257     186.771675  -12547.461717
    8880       1.345669     -10.688469  -12734.725411       0.062421     187.263635  -12547.461776
    8890       1.356304     -10.687104  -12735.026927       0.062522     187.565194  -12547.461733
    8900       1.366904     -10.685704  -12735.165330       0.062568     187.703639  -12547.461691
    8910       1.377469     -10.684269  -12735.321122       0.062620     187.859559  -12547.461563
    8920       1.387999     -10.682799  -12735.630497       0.062723     188.168774  -12547.461723
    8930       1.398492     -10.681292  -12736.030620       0.062856     188.568804  -12547.461816
    8940       1.408950     -10.679750  -12736.326898       0.062955     188.865070  -12547.461828
    8950       1.419372     -10.678172  -12736.369178       0.062969     188.907311  -12547.461867
    8960       1.429759     -10.676559  -12736.188171       0.062909     188.726496  -12547.461676
    8970       1.440111     -10.674911  -12735.966805       0.062835     188.505062  -12547.461743
    8980       1.450428     -10.673228  -12735.874472       0.062804     188.412623  -12547.461849
    8990       1.460710     -10.671510  -12735.921526       0.062820     188.459518  -12547.462008
    9000       1.470959     -10.669759  -12735.985764       0.062841     188.523673  -12547.462091
    9010       1.481175     -10.667975  -12735.921600       0.062820     188.459475  -12547.462126
    9020       1.491358     -10.666158  -12735.660626       0.062733     188.198567  -12547.462060
    9030       1.501510     -10.664310  -12735.256917       0.062598     187.794937  -12547.461980
    9040       1.511630     -10.662430  -12734.827867       0.062455     187.365972  -12547.461895
    9050       1.521719     -10.660519  -12734.429970       0.062323     186.967975  -12547.461995
    9060       1.531776     -10.658577  -12734.057159       0.062198     186.595358  -12547.461801
    9070       1.541801     -10.656601  -12733.731604       0.062090     186.269779  -12547.461825
    9080       1.551791     -10.654591  -12733.483183       0.062007     186.021244  -12547.461939
    9090       1.561746     -10.652546  -12733.239158       0.061926     185.776973  -12547.462186
    9100       1.571664     -10.650464  -12732.836596       0.061791     185.374339  -12547.462257
    9110       1.581544     -10.648344  -12732.143517       0.061560     184.681312  -12547.462205
    9120       1.591385     -10.646185  -12731.171335       0.061236     183.709225  -12547.462110
    9130       1.601186     -10.643986  -12730.100684       0.060880     182.638633  -12547.462052
    9140       1.610945     -10.641745  -12729.134349       0.060557     181.672415  -12547.461934
    9150       1.620662     -10.639462  -12728.351366       0.060296     180.889318  -12547.462048
    9160       1.630334     -10.637134  -12727.726589       0.060088     180.264452  -12547.462138
    9170       1.639961     -10.634761  -12727.267171       0.059935     179.805158  -12547.462012
    9180       1.649541     -10.632341  -12727.032060       0.059857     179.570071  -12547.461989
    9190       1.659074     -10.629874  -12727.002451       0.059847     179.540305  -12547.462146
    9200       1.668560     -10.627360  -12727.017960       0.059852     179.555715  -12547.462245
    9210       1.677999     -10.624799  -12726.906824       0.059815     179.444530  -12547.462294
    9220       1.687389     -10.622189  -12726.646506       0.059728     179.184150  -12547.462356
    9230       1.696733     -10.619533  -12726.323893       0.059621     178.861576  -12547.462316
    9240       1.706030     -10.616830  -12725.971905       0.059503     178.509596  -12547.462308
    9250       1.715280     -10.614080  -12725.524772       0.059354     178.062411  -12547.462361
    9260       1.724484     -10.611284  -12724.928613       0.059155     177.466177  -12547.462436
    9270       1.733644     -10.608444  -12724.245218       0.058928     176.782850  -12547.462368
    9280       1.742758     -10.605558  -12723.583230       0.058707     176.120904  -12547.462325
    9290       1.751827     -10.602627  -12722.967962       0.058502     175.505588  -12547.462374
    9300       1.760851     -10.599651  -12722.389997       0.058309     174.927739  -12547.462258
    9310       1.769831     -10.596631  -12721.939903       0.058159     174.477695  -12547.462208
    9320       1.778765     -10.593565  -12721.747831       0.058095     174.285568  -12547.462262
    9330       1.787655     -10.590455  -12721.781122       0.058106     174.318851  -12547.462271
    9340       1.796499     -10.587299  -12721.813456       0.058117     174.351106  -12547.462350
    9350       1.805299     -10.584099  -12721.688674       0.058075     174.226322  -12547.462353
    9360       1.814053     -10.580853  -12721.546988       0.058028     174.084854  -12547.462134
    9370       1.822762     -10.577562  -12721.662624       0.058067     174.200512  -12547.462112
    9380       1.831425     -10.574225  -12722.104953       0.058214     174.642698  -12547.462254
    9390       1.840041     -10.570841  -12722.680067       0.058406     175.217676  -12547.462391
    9400       1.848611     -10.567411  -12723.195606       0.058578     175.733272  -12547.462334
    9410       1.857136     -10.563936  -12723.656346       0.058731     176.193987  -12547.462359
    9420       1.865616     -10.560416  -12724.151655       0.058896     176.689267  -12547.462388
    9430       1.874052     -10.556852  -12724.655413       0.059064     177.193169  -12547.462244
    9440       1.882444     -10.553245  -12725.038793       0.059192     177.576445  -12547.462348
    9450       1.890794     -10.549594  -12725.197965       0.059245     177.735660  -12547.462305
    9460       1.899101     -10.545901  -12725.049086       0.059196     177.586669  -12547.462417
    9470       1.907363     -10.542163  -12724.507193       0.059015     177.044824  -12547.462369
    9480       1.915581     -10.538381  -12723.664722       0.058734     176.202406  -12547.462316
    9490       1.923752     -10.534552  -12722.923927       0.058487     175.461690  -12547.462237
    9500       1.931876     -10.530676  -12722.807705       0.058449     175.345583  -12547.462122
    9510       1.939951     -10.526751  -12723.454813       0.058664     175.991835  -12547.462978
    9520       1.947979     -10.522779  -12723.832593       0.058790     176.369146  -12547.463447
    9530       1.955958     -10.518758  -12723.309387       0.058616     175.846590  -12547.462797
    9540       1.963891     -10.514691  -12722.841126       0.058460     175.379121  -12547.462005
    9550       1.971777     -10.510577  -12723.469619       0.058669     176.007330  -12547.462289
    9560       1.979619     -10.506419  -12724.937045       0.059158     177.473883  -12547.463161
    9570       1.987418     -10.502218  -12726.185260       0.059574     178.721832  -12547.463428
    9580       1.995174     -10.497975  -12726.603811       0.059713     179.140429  -12547.463382
    9590       2.002891     -10.493691  -12726.334409       0.059624     178.871190  -12547.463219
    9600       2.010568     -10.489368  -12725.807244       0.059448     178.344232  -12547.463012
    9610       2.018208     -10.485008  -12725.350790       0.059296     177.887743  -12547.463047
    9620       2.025812     -10.480612  -12725.090931       0.059209     177.627742  -12547.463188
    9630       2.033380     -10.476180  -12725.051661       0.059196     177.588357  -12547.463304
    9640       2.040913     -10.471713  -12725.044706       0.059194     177.581083  -12547.463623
    9650       2.048413     -10.467213  -12724.702345       0.059079     177.238351  -12547.463994
    9660       2.055877     -10.462677  -12723.876546       0.058804     176.412688  -12547.463858
    9670       2.063307     -10.458107  -12723.118231       0.058552     175.655238  -12547.462993
    9680       2.070701     -10.453501  -12723.436966       0.058658     175.973420  -12547.463546
    9690       2.078059     -10.448859  -12724.251240       0.058929     176.786601  -12547.464638
    9700       2.085382     -10.444182  -12724.102339       0.058879     176.638035  -12547.464304
    9710       2.092670     -10.439470  -12723.287945       0.058608     175.824458  -12547.463487
    9720       2.099924     -10.434724  -12722.819448       0.058452     175.355774  -12547.463674
    9730       2.107144     -10.429944  -12722.575176       0.058370     175.111239  -12547.463937
    9740       2.114332     -10.425132  -12721.994718       0.058177     174.530638  -12547.464081
    9750       2.121488     -10.420288  -12720.906815       0.057814     173.442879  -12547.463936
    9760       2.128613     -10.415413  -12719.712358       0.057416     172.248673  -12547.463686
    9770       2.135708     -10.410508  -12718.967575       0.057168     171.503842  -12547.463733
    9780       2.142774     -10.405574  -12718.659641       0.057065     171.195588  -12547.464054
    9790       2.149811     -10.400611  -12718.079104       0.056872     170.614582  -12547.464522
    9800       2.156822     -10.395622  -12716.550968       0.056362     169.086484  -12547.464484
    9810       2.163806     -10.390606  -12714.306038       0.055614     166.842246  -12547.463792
    9820       2.170766     -10.385566  -12712.691837       0.055076     165.228952  -12547.462885
    9830       2.177701     -10.380501  -12712.951247       0.055163     165.487836  -12547.463411
    9840       2.184613     -10.375413  -12714.180163       0.055572     166.715598  -12547.464564
    9850       2.191504     -10.370304  -12714.701856       0.055746     167.237060  -12547.464796
    9860       2.198377     -10.365177  -12714.104856       0.055547     166.640505  -12547.464351
    9870       2.205231     -10.360031  -12713.034114       0.055190     165.570158  -12547.463956
    9880       2.212066     -10.354866  -12712.241114       0.054926     164.777100  -12547.464013
    9890       2.218882     -10.349682  -12711.850807       0.054796     164.386596  -12547.464211
    9900       2.225677     -10.344477  -12711.549241       0.054695     164.084844  -12547.464397
    9910       2.232449     -10.339249  -12711.254907       0.054597     163.790768  -12547.464139
    9920       2.239195     -10.333995  -12711.262754       0.054600     163.798712  -12547.464042
    9930       2.245917     -10.328717  -12711.789083       0.054775     164.324893  -12547.464190
    9940       2.252614     -10.323414  -12712.528882       0.055021     165.064340  -12547.464542
    9950       2.259285     -10.318085  -12712.826031       0.055120     165.361146  -12547.464885
    9960       2.265932     -10.312732  -12712.344578       0.054960     164.880026  -12547.464552
    9970       2.272555     -10.307355  -12711.391536       0.054642     163.927365  -12547.464170
    9980       2.279153     -10.301953  -12710.610405       0.054382     163.146268  -12547.464136
    9990       2.285728     -10.296528  -12710.363767       0.054300     162.899229  -12547.464538
   10000       2.292279     -10.291079  -12710.400954       0.054312     162.935982  -12547.464973
   10010       2.298808     -10.285608  -12710.181233       0.054239     162.716179  -12547.465055
   10020       2.305315     -10.280115  -12709.466417       0.054001     162.001689  -12547.464728
   10030       2.311800     -10.274600  -12708.724757       0.053754     161.260574  -12547.464183
   10040       2.318264     -10.269064  -12708.825161       0.053787     161.360789  -12547.464372
   10050       2.324707     -10.263507  -12709.605909       0.054047     162.140916  -12547.464993
   10060       2.331127     -10.257927  -12710.120613       0.054218     162.655495  -12547.465119
   10070       2.337525     -10.252325  -12709.893237       0.054143     162.428173  -12547.465064
   10080       2.343900     -10.246700  -12708.854071       0.053796     161.389062  -12547.465010
   10090       2.350251     -10.241051  -12707.143745       0.053226     159.678893  -12547.464852
   10100       2.356576     -10.235377  -12705.269093       0.052602     157.804612  -12547.464480
   10110       2.362877     -10.229677  -12703.850328       0.052129     156.386037  -12547.464291
   10120       2.369152     -10.223952  -12703.095412       0.051877     155.631006  -12547.464406
   10130       2.375402     -10.218202  -12702.780651       0.051772     155.316290  -12547.464361
   10140       2.381625     -10.212425  -12702.664655       0.051733     155.200261  -12547.464395
   10150       2.387821     -10.206621  -12702.762567       0.051766     155.298376  -12547.464191
   10160       2.393990     -10.200790  -12703.153937       0.051897     155.689794  -12547.464143
   10170       2.400130     -10.194930  -12703.714362       0.052083     156.250257  -12547.464105
   10180       2.406242     -10.189042  -12704.210230       0.052249     156.746154  -12547.464076
   10190       2.412325     -10.183125  -12704.595721       0.052377     157.131738  -12547.463984
   10200       2.418380     -10.177180  -12704.922278       0.052486     157.458159  -12547.464118
   10210       2.424405     -10.171205  -12705.089698       0.052542     157.625639  -12547.464059
   10220       2.430401     -10.165201  -12704.975893       0.052504     157.511816  -12547.464077
   10230       2.436366     -10.159166  -12704.772556       0.052436     157.308854  -12547.463703
   10240       2.442298     -10.153098  -12704.885874       0.052474     157.422224  -12547.463650
   10250       2.448197     -10.146997  -12705.463293       0.052667     157.999530  -12547.463763
   10260       2.454062     -10.140862  -12706.174436       0.052903     158.710282  -12547.464154
   10270       2.459893     -10.134693  -12706.539608       0.053025     159.075296  -12547.464313
   10280       2.465688     -10.128488  -12706.365615       0.052967     158.901410  -12547.464205
   10290       2.471450     -10.122250  -12705.840064       0.052792     158.376173  -12547.463891
   10300       2.477178     -10.115978  -12705.287162       0.052608     157.823322  -12547.463840
   10310       2.482873     -10.109673  -12704.945279       0.052494     157.481400  -12547.463879
   10320       2.488538     -10.103338  -12704.917789       0.052485     157.453871  -12547.463918
   10330       2.494173     -10.096973  -12705.176660       0.052571     157.712640  -12547.464020
   10340       2.499780     -10.090580  -12705.617383       0.052718     158.153269  -12547.464114
   10350       2.505359     -10.084159  -12706.093683       0.052876     158.629336  -12547.464348
   10360       2.510911     -10.077711  -12706.450924       0.052995     158.986413  -12547.464511
   10370       2.516436     -10.071236  -12706.631982       0.053056     159.167629  -12547.464353
   10380       2.521932     -10.064732  -12706.691370       0.053076     159.226994  -12547.464376
   10390       2.527399     -10.058199  -12706.715884       0.053084     159.251377  -12547.464507
   10400       2.532834     -10.051634  -12706.714526       0.053083     159.249833  -12547.464693
   10410       2.538236     -10.045036  -12706.604634       0.053047     159.139981  -12547.464653
   10420       2.543604     -10.038404  -12706.327870       0.052954     158.863289  -12547.464581
   10430       2.548935     -10.031735  -12705.949008       0.052828     158.484622  -12547.464385
   10440       2.554229     -10.025029  -12705.639853       0.052725     158.175369  -12547.464483
   10450       2.559484     -10.018284  -12705.553503       0.052696     158.088975  -12547.464528
   10460       2.564699     -10.011499  -12705.689733       0.052742     158.225007  -12547.464726
   10470       2.569874     -10.004674  -12705.853033       0.052796     158.388037  -12547.464996
   10480       2.575008      -9.997808  -12705.793838       0.052776     158.328842  -12547.464996
   10490       2.580099      -9.990899  -12705.442389       0.052659     157.977483  -12547.464906
   10500       2.585149      -9.983949  -12704.919130       0.052485     157.454463  -12547.464666
   10510       2.590157      -9.976957  -12704.413885       0.052316     156.949258  -12547.464627
