# Number of particles =            512
# Box side            =    8.445337536
# Time step           =      2.000E-03
#
#     Step          Epot          Temp          Ekin          Etot
#-----------------------------------------------------------------
       760 -1.307806E+03  4.111828E+00  3.157884E+03  1.850078E+03
       770 -1.250540E+03  4.037679E+00  3.100937E+03  1.850398E+03
       780 -1.263794E+03  4.054742E+00  3.114041E+03  1.850247E+03
       790 -1.243932E+03  4.028934E+00  3.094222E+03  1.850290E+03
       800 -1.235040E+03  4.017262E+00  3.085257E+03  1.850218E+03
       810 -1.284890E+03  4.082318E+00  3.135220E+03  1.850331E+03
       820 -1.427427E+03  4.267632E+00  3.277541E+03  1.850114E+03
       830 -1.336406E+03  4.149647E+00  3.186929E+03  1.850523E+03
       840 -1.393229E+03  4.222909E+00  3.243194E+03  1.849965E+03
       850 -1.281382E+03  4.077686E+00  3.131663E+03  1.850281E+03
       860 -1.256864E+03  4.045691E+00  3.107091E+03  1.850227E+03
       870 -1.241709E+03  4.026235E+00  3.092148E+03  1.850439E+03
       880 -1.295730E+03  4.096203E+00  3.145884E+03  1.850154E+03
       890 -1.272110E+03  4.065590E+00  3.122373E+03  1.850263E+03
       900 -1.259766E+03  4.049755E+00  3.110212E+03  1.850446E+03
       910 -1.325925E+03  4.135461E+00  3.176034E+03  1.850109E+03
       920 -1.262408E+03  4.052922E+00  3.112644E+03  1.850236E+03
       930 -1.316864E+03  4.123576E+00  3.166906E+03  1.850042E+03
       940 -1.318568E+03  4.126203E+00  3.168924E+03  1.850356E+03
       950 -1.394303E+03  4.224662E+00  3.244540E+03  1.850238E+03
       960 -1.404214E+03  4.237666E+00  3.254528E+03  1.850314E+03
       970 -1.340056E+03  4.153905E+00  3.190199E+03  1.850143E+03
       980 -1.164320E+03  3.925322E+00  3.014648E+03  1.850327E+03
       990 -1.272572E+03  4.066044E+00  3.122721E+03  1.850150E+03
      1000 -1.337660E+03  4.150964E+00  3.187941E+03  1.850280E+03
      1010 -1.357143E+03  4.176312E+00  3.207407E+03  1.850264E+03
      1020 -1.296502E+03  4.097231E+00  3.146673E+03  1.850172E+03
      1030 -1.219931E+03  3.997481E+00  3.070066E+03  1.850135E+03
      1040 -1.307972E+03  4.112118E+00  3.158106E+03  1.850134E+03
      1050 -1.314779E+03  4.121285E+00  3.165147E+03  1.850367E+03
      1060 -1.346489E+03  4.162518E+00  3.196813E+03  1.850324E+03
      1070 -1.379015E+03  4.204750E+00  3.229248E+03  1.850233E+03
      1080 -1.381927E+03  4.208310E+00  3.231982E+03  1.850055E+03
      1090 -1.258283E+03  4.047503E+00  3.108482E+03  1.850200E+03
      1100 -1.229854E+03  4.010592E+00  3.080135E+03  1.850281E+03
      1110 -1.338679E+03  4.152023E+00  3.188753E+03  1.850075E+03
      1120 -1.227835E+03  4.008105E+00  3.078224E+03  1.850389E+03
      1130 -1.227045E+03  4.006931E+00  3.077323E+03  1.850278E+03
      1140 -1.312144E+03  4.117681E+00  3.162379E+03  1.850235E+03
      1150 -1.298745E+03  4.100152E+00  3.148917E+03  1.850172E+03
      1160 -1.278322E+03  4.073657E+00  3.128569E+03  1.850246E+03
      1170 -1.286274E+03  4.083769E+00  3.136335E+03  1.850061E+03
      1180 -1.229682E+03  4.010160E+00  3.079803E+03  1.850121E+03
      1190 -1.246969E+03  4.032865E+00  3.097240E+03  1.850271E+03
      1200 -1.309536E+03  4.114274E+00  3.159762E+03  1.850227E+03
      1210 -1.286697E+03  4.084497E+00  3.136894E+03  1.850197E+03
      1220 -1.339487E+03  4.153046E+00  3.189539E+03  1.850052E+03
      1230 -1.335899E+03  4.148808E+00  3.186285E+03  1.850386E+03
      1240 -1.350233E+03  4.167207E+00  3.200415E+03  1.850182E+03
      1250 -1.231540E+03  4.013157E+00  3.082105E+03  1.850565E+03
      1260 -1.346924E+03  4.162705E+00  3.196957E+03  1.850033E+03
      1270 -1.285817E+03  4.083152E+00  3.135861E+03  1.850044E+03
      1280 -1.252597E+03  4.040127E+00  3.102817E+03  1.850221E+03
      1290 -1.309642E+03  4.114347E+00  3.159818E+03  1.850176E+03
      1300 -1.296007E+03  4.096832E+00  3.146367E+03  1.850359E+03
      1310 -1.377586E+03  4.202870E+00  3.227804E+03  1.850218E+03
      1320 -1.347391E+03  4.163792E+00  3.197792E+03  1.850401E+03
      1330 -1.380994E+03  4.207074E+00  3.231033E+03  1.850039E+03
      1340 -1.352024E+03  4.169764E+00  3.202378E+03  1.850354E+03
      1350 -1.385212E+03  4.212836E+00  3.235458E+03  1.850246E+03
      1360 -1.307975E+03  4.112417E+00  3.158336E+03  1.850361E+03
      1370 -1.262139E+03  4.052632E+00  3.112421E+03  1.850282E+03
      1380 -1.302368E+03  4.105053E+00  3.152681E+03  1.850312E+03
      1390 -1.340419E+03  4.154507E+00  3.190661E+03  1.850242E+03
      1400 -1.318539E+03  4.126177E+00  3.168904E+03  1.850365E+03
      1410 -1.343904E+03  4.159228E+00  3.194287E+03  1.850383E+03
      1420 -1.347944E+03  4.164257E+00  3.198149E+03  1.850205E+03
      1430 -1.344099E+03  4.159019E+00  3.194127E+03  1.850028E+03
      1440 -1.296783E+03  4.097482E+00  3.146866E+03  1.850083E+03
      1450 -1.259778E+03  4.049610E+00  3.110101E+03  1.850323E+03
      1460 -1.298714E+03  4.100204E+00  3.148956E+03  1.850242E+03
      1470 -1.261964E+03  4.052344E+00  3.112200E+03  1.850236E+03
      1480 -1.281243E+03  4.077321E+00  3.131382E+03  1.850140E+03
      1490 -1.349098E+03  4.165524E+00  3.199123E+03  1.850024E+03
      1500 -1.269649E+03  4.062495E+00  3.119996E+03  1.850347E+03
      1510 -1.218028E+03  3.995406E+00  3.068472E+03  1.850444E+03
      1520 -1.382930E+03  4.209710E+00  3.233057E+03  1.850127E+03
      1530 -1.412698E+03  4.248590E+00  3.262917E+03  1.850219E+03
      1540 -1.256265E+03  4.045175E+00  3.106695E+03  1.850430E+03
      1550 -1.246305E+03  4.031519E+00  3.096206E+03  1.849901E+03
      1560 -1.169490E+03  3.932142E+00  3.019885E+03  1.850394E+03
      1570 -1.333742E+03  4.145658E+00  3.183865E+03  1.850123E+03
      1580 -1.300925E+03  4.103298E+00  3.151333E+03  1.850408E+03
      1590 -1.258196E+03  4.047556E+00  3.108523E+03  1.850326E+03
      1600 -1.344125E+03  4.159174E+00  3.194246E+03  1.850120E+03
      1610 -1.355611E+03  4.174246E+00  3.205821E+03  1.850210E+03
      1620 -1.269756E+03  4.062540E+00  3.120030E+03  1.850275E+03
      1630 -1.249472E+03  4.036114E+00  3.099736E+03  1.850263E+03
      1640 -1.292624E+03  4.092436E+00  3.142991E+03  1.850367E+03
      1650 -1.364159E+03  4.185518E+00  3.214478E+03  1.850319E+03
      1660 -1.377882E+03  4.203275E+00  3.228116E+03  1.850233E+03
      1670 -1.385139E+03  4.212738E+00  3.235383E+03  1.850244E+03
      1680 -1.388951E+03  4.217726E+00  3.239214E+03  1.850262E+03
      1690 -1.273064E+03  4.067033E+00  3.123481E+03  1.850417E+03
      1700 -1.340533E+03  4.154610E+00  3.190741E+03  1.850208E+03
      1710 -1.383264E+03  4.210308E+00  3.233516E+03  1.850253E+03
      1720 -1.346862E+03  4.162858E+00  3.197075E+03  1.850213E+03
      1730 -1.260085E+03  4.049812E+00  3.110256E+03  1.850171E+03
      1740 -1.272854E+03  4.066377E+00  3.122977E+03  1.850123E+03
      1750 -1.343653E+03  4.158633E+00  3.193830E+03  1.850176E+03
      1760 -1.308982E+03  4.113513E+00  3.159178E+03  1.850196E+03
      1770 -1.263041E+03  4.053763E+00  3.113290E+03  1.850249E+03
      1780 -1.228518E+03  4.008879E+00  3.078819E+03  1.850302E+03
      1790 -1.266159E+03  4.057861E+00  3.116438E+03  1.850279E+03
      1800 -1.323418E+03  4.132467E+00  3.173735E+03  1.850316E+03
      1810 -1.409280E+03  4.244387E+00  3.259689E+03  1.850410E+03
      1820 -1.487645E+03  4.346209E+00  3.337889E+03  1.850244E+03
      1830 -1.393765E+03  4.224077E+00  3.244091E+03  1.850326E+03
      1840 -1.270001E+03  4.063068E+00  3.120436E+03  1.850435E+03
      1850 -1.261498E+03  4.051804E+00  3.111786E+03  1.850288E+03
      1860 -1.254851E+03  4.043240E+00  3.105209E+03  1.850358E+03
      1870 -1.249445E+03  4.036046E+00  3.099684E+03  1.850239E+03
      1880 -1.282555E+03  4.079193E+00  3.132820E+03  1.850265E+03
      1890 -1.330281E+03  4.141306E+00  3.180523E+03  1.850242E+03
      1900 -1.282056E+03  4.078660E+00  3.132411E+03  1.850355E+03
      1910 -1.233413E+03  4.015081E+00  3.083582E+03  1.850169E+03
      1920 -1.152512E+03  3.909805E+00  3.002730E+03  1.850219E+03
      1930 -1.358812E+03  4.178016E+00  3.208716E+03  1.849904E+03
      1940 -1.234942E+03  4.017309E+00  3.085293E+03  1.850351E+03
      1950 -1.304187E+03  4.106951E+00  3.154138E+03  1.849951E+03
      1960 -1.287537E+03  4.085805E+00  3.137898E+03  1.850361E+03
      1970 -1.207436E+03  3.981668E+00  3.057921E+03  1.850485E+03
      1980 -1.257521E+03  4.046833E+00  3.107968E+03  1.850447E+03
      1990 -1.409434E+03  4.244281E+00  3.259608E+03  1.850174E+03
      2000 -1.372153E+03  4.195933E+00  3.222476E+03  1.850323E+03
