#Cycle	Epot	P

 997	-12.005961	0.187568
 998	-5.377906	0.187833
 999	-7.436212	0.187545
 1000	-9.926321	0.187396
 1001	-10.549351	0.187461
 1002	-9.682617	0.187500
 1003	-6.355261	0.187582
 1004	-9.047253	0.187403
 1005	-11.444461	0.187439
 1006	-11.360139	0.187395
 1007	-9.452545	0.187471
 1008	-8.066744	0.187516
 1009	-11.256094	0.187491
 1010	-10.223466	0.187445
 1011	-7.673544	0.187581
 1012	-3.972178	0.187782
 1013	-6.323772	0.187747
 1014	-9.903279	0.187635
 1015	-7.498387	0.187586
 1016	-8.944596	0.187627
 1017	-11.003023	0.187474
 1018	-7.424525	0.187634
 1019	-10.566910	0.187497
 1020	-7.328849	0.187694
 1021	-9.805079	0.187649
 1022	-12.732844	0.187582
 1023	-12.361139	0.187546
 1024	-13.470649	0.187417
 1025	-11.608719	0.187653
 1026	-13.708259	0.187665
 1027	-11.336844	0.187627
 1028	-14.741294	0.187481
 1029	-12.412586	0.187543
 1030	-9.353935	0.187699
 1031	-8.059827	0.187655
 1032	-11.778526	0.187518
 1033	-14.376283	0.187458
 1034	-9.427935	0.187650
 1035	-8.472953	0.187615
 1036	-4.960589	0.187816
 1037	-9.825033	0.187549
 1038	-8.466412	0.187709
 1039	-11.273537	0.187603
 1040	-10.002484	0.187637
 1041	-9.119868	0.187649
 1042	-8.647041	0.187748
 1043	-11.352599	0.187551
 1044	-9.655521	0.187559
 1045	-10.025582	0.187459
 1046	-8.103731	0.187647
 1047	-11.854625	0.187559
 1048	-11.791972	0.187488
 1049	-14.041143	0.187469
 1050	-14.699492	0.187460
 1051	-13.143682	0.187473
 1052	-14.153546	0.187398
 1053	-12.181105	0.187577
 1054	-9.951923	0.187662
 1055	-11.155492	0.187555
 1056	-10.977555	0.187545
 1057	-12.042044	0.187505
 1058	-12.460753	0.187491
 1059	-9.505993	0.187787
 1060	-9.960894	0.187669
 1061	-11.198986	0.187480
 1062	-11.432742	0.187414
 1063	-14.666387	0.187417
 1064	-14.441648	0.187663
 1065	-12.920733	0.187646
 1066	-14.199435	0.187522
 1067	-9.708642	0.187638
 1068	-13.950163	0.187508
 1069	-10.357417	0.187615
 1070	-9.736439	0.187618
 1071	-10.162022	0.187651
 1072	-10.705498	0.187475
 1073	-7.959054	0.187524
 1074	-7.980297	0.187408
 1075	-10.203962	0.187479
 1076	-10.183521	0.187538
 1077	-8.694835	0.187519
 1078	-7.782251	0.187486
 1079	-9.371333	0.187422
 1080	-9.382699	0.187440
 1081	-8.734668	0.187457
 1082	-7.987780	0.187491
 1083	-2.002301	0.187747
 1084	-0.625603	0.187907
 1085	-0.170586	0.187852
 1086	-8.537154	0.187644
 1087	-12.136573	0.187553
 1088	-12.962655	0.187543
 1089	-12.516347	0.187490
 1090	-12.034078	0.187355
 1091	-5.843773	0.187617
 1092	-9.723246	0.187449
 1093	-11.266523	0.187440
 1094	-9.673088	0.187589
 1095	-9.872982	0.187468
 1096	-10.512661	0.187477
 1097	-6.885910	0.187653
 1098	-11.397881	0.187536
 1099	-10.696598	0.187535
 1100	-9.164091	0.187518
 1101	-5.408457	0.187711
 1102	-6.115135	0.187634
 1103	-9.452126	0.187473
 1104	-8.567100	0.187537
 1105	-6.232477	0.187656
 1106	-5.718928	0.187656
 1107	-4.039653	0.187676
 1108	-6.034223	0.187591
 1109	-7.517673	0.187520
 1110	-7.786468	0.187446
 1111	-5.793533	0.187478
 1112	-6.763239	0.187481
 1113	-5.922643	0.187646
 1114	-8.942776	0.187640
 1115	-10.094779	0.187601
 1116	-11.865406	0.187579
 1117	-11.830020	0.187547
 1118	-11.602285	0.187482
 1119	-10.630108	0.187441
 1120	-10.526191	0.187468
 1121	-7.900959	0.187656
 1122	-1.617395	0.187923
 1123	-3.234952	0.187745
 1124	-7.623201	0.187445
 1125	-4.932533	0.187560
 1126	-6.623494	0.187496
 1127	-7.372472	0.187520
 1128	-8.691239	0.187450
 1129	-11.288843	0.187405
 1130	-12.423605	0.187504
 1131	-12.464440	0.187446
 1132	-10.540758	0.187645
 1133	-5.966555	0.187859
 1134	-8.244742	0.187721
 1135	-7.198548	0.187795
 1136	-10.111355	0.187584
 1137	-11.205148	0.187590
 1138	-13.180004	0.187466
 1139	-12.734504	0.187554
 1140	-9.175867	0.187634
 1141	-9.603087	0.187464
 1142	-11.614084	0.187386
 1143	-13.044528	0.187490
 1144	-13.201151	0.187436
 1145	-13.422606	0.187519
 1146	-10.908605	0.187620
 1147	-8.862766	0.187735
 1148	-9.289571	0.187611
 1149	-10.408776	0.187614
 1150	-10.622379	0.187667
 1151	-8.930677	0.187727
 1152	-13.191200	0.187461
 1153	-11.182309	0.187434
 1154	-10.652211	0.187508
 1155	-11.120007	0.187456
 1156	-12.686208	0.187478
 1157	-6.284817	0.187853
 1158	0.189923	0.188209
 1159	-1.127635	0.188145
 1160	-6.227297	0.187711
 1161	-8.494729	0.187568
 1162	-6.107979	0.187781
 1163	-11.170820	0.187529
 1164	-12.092710	0.187401
 1165	-11.937885	0.187470
 1166	-9.546803	0.187521
 1167	-5.828493	0.187686
 1168	-10.740394	0.187402
 1169	-11.497858	0.187418
 1170	-9.394481	0.187499
 1171	-9.720192	0.187440
 1172	-10.792266	0.187410
 1173	-12.033938	0.187392
 1174	-10.528484	0.187477
 1175	-8.532219	0.187617
 1176	-8.670929	0.187519
 1177	-9.248924	0.187570
 1178	-8.251317	0.187635
 1179	-5.894588	0.187756
 1180	-9.861223	0.187484
 1181	-9.181954	0.187554
 1182	-10.922524	0.187533
 1183	-11.846706	0.187598
 1184	-11.032393	0.187603
 1185	-12.099838	0.187525
 1186	-8.340981	0.187675
 1187	-7.928451	0.187601
 1188	-10.427506	0.187439
 1189	-8.693252	0.187500
 1190	-10.612843	0.187422
 1191	-8.482357	0.187394
 1192	-9.133187	0.187430
 1193	-11.118080	0.187598
 1194	-11.196701	0.187596
 1195	-12.916664	0.187492
 1196	-10.967635	0.187502
 1197	-10.900045	0.187627
 1198	-10.687170	0.187453
 1199	-10.627882	0.187359
 1200	-10.185468	0.187362
 1201	-9.050984	0.187407
 1202	-9.979350	0.187384
 1203	-8.915052	0.187405
 1204	-8.957447	0.187482
 1205	-8.377034	0.187658
 1206	-10.720169	0.187450
 1207	-12.472758	0.187492
 1208	-10.192176	0.187666
 1209	-7.925902	0.187688
 1210	-7.678234	0.187917
 1211	-5.268815	0.187936
 1212	-4.894155	0.187848
 1213	-12.299875	0.187529
 1214	-14.095456	0.187477
 1215	-13.440936	0.187540
 1216	-13.748785	0.187490
 1217	-13.370044	0.187483
 1218	-10.208256	0.187610
 1219	-9.573314	0.187530
 1220	-8.408735	0.187524
 1221	-6.412790	0.187608
 1222	-7.814291	0.187532
 1223	-6.709499	0.187601
 1224	-7.017860	0.187538
 1225	-5.835025	0.187741
 1226	-8.543196	0.187670
 1227	-7.944659	0.187683
 1228	-12.305349	0.187628
 1229	-10.561520	0.187708
 1230	-7.579200	0.187746
 1231	-10.167887	0.187672
 1232	-0.484460	0.188125
 1233	-5.697244	0.187903
 1234	-12.115813	0.187628
 1235	-10.360718	0.187650
 1236	-8.377457	0.187718
 1237	-7.738834	0.187689
 1238	-8.414164	0.187676
 1239	-11.849222	0.187481
 1240	-10.833750	0.187467
 1241	-7.565070	0.187631
 1242	-9.205121	0.187419
 1243	-8.423468	0.187437
 1244	-10.480841	0.187405
 1245	-10.990562	0.187508
 1246	-13.294755	0.187531
 1247	-12.695094	0.187497
 1248	-13.211839	0.187362
 1249	-11.611296	0.187446
 1250	-8.378673	0.187684
 1251	-6.740641	0.187625
 1252	-8.234482	0.187439
 1253	-7.972620	0.187425
 1254	-7.772311	0.187401
 1255	-5.744617	0.187509
 1256	-2.914154	0.187780
 1257	-6.887604	0.187646
 1258	-7.635879	0.187552
 1259	-7.908733	0.187528
 1260	-10.060498	0.187497
 1261	-6.467513	0.187643
 1262	-7.269671	0.187606
 1263	-7.889810	0.187449
 1264	-8.820539	0.187413
 1265	-9.692574	0.187386
 1266	-9.478825	0.187467
 1267	-10.151704	0.187515
 1268	-9.703370	0.187423
 1269	-8.463325	0.187405
 1270	-6.985755	0.187449
 1271	-6.501789	0.187502
 1272	-7.993963	0.187420
 1273	-9.928571	0.187432
 1274	-9.339922	0.187505
 1275	-9.308267	0.187554
 1276	-11.656653	0.187491
 1277	-11.124215	0.187689
 1278	-17.114755	0.187405
 1279	-18.376827	0.187441
 1280	-17.724064	0.187483
 1281	-16.808299	0.187455
 1282	-9.853151	0.187863
 1283	-9.247414	0.187856
 1284	-8.604163	0.187975
 1285	-12.662558	0.187720
 1286	-13.424984	0.187734
 1287	-12.694848	0.187599
 1288	-12.192341	0.187629
 1289	-11.941120	0.187589
 1290	-10.561341	0.187663
 1291	-12.127546	0.187642
 1292	-12.828453	0.187563
 1293	-10.788328	0.187675
 1294	-6.002289	0.187992
 1295	-4.348839	0.187969
 1296	0.415271	0.188104
 1297	4.619758	0.188381
 1298	2.218580	0.188302
 1299	-7.652212	0.187676
 1300	-11.609212	0.187443
 1301	-10.522657	0.187487
 1302	-10.214310	0.187530
 1303	-14.916145	0.187425
 1304	-13.088702	0.187514
 1305	-13.006601	0.187529
 1306	-11.618631	0.187583
 1307	-9.941742	0.187645
 1308	-4.649540	0.187966
 1309	-4.529573	0.187902
 1310	-12.690882	0.187417
 1311	-13.909843	0.187391
 1312	-13.885406	0.187455
 1313	-13.526624	0.187563
 1314	-11.410076	0.187679
 1315	-9.122391	0.187776
 1316	-15.172633	0.187469
 1317	-15.270632	0.187427
 1318	-14.213305	0.187495
 1319	-14.085660	0.187416
 1320	-12.724142	0.187379
 1321	-11.924534	0.187460
 1322	-9.823400	0.187547
 1323	-9.463314	0.187529
 1324	-8.765894	0.187548
 1325	-8.951875	0.187404
 1326	-9.856799	0.187393
 1327	-6.340274	0.187594
 1328	-8.089150	0.187455
 1329	-9.617075	0.187431
 1330	-8.130957	0.187397
 1331	-6.461507	0.187509
 1332	-5.339207	0.187626
 1333	-10.051917	0.187466
 1334	-9.236237	0.187494
 1335	-7.250885	0.187794
 1336	-1.998507	0.188009
 1337	-9.295986	0.187602
 1338	-6.281500	0.187705
 1339	-9.925381	0.187449
 1340	-9.116979	0.187512
 1341	-9.875781	0.187494
 1342	-10.882819	0.187567
 1343	-11.175666	0.187428
 1344	-10.132722	0.187498
 1345	-10.710565	0.187568
 1346	-8.393724	0.187644
 1347	-9.832919	0.187520
 1348	-11.000834	0.187414
 1349	-10.577419	0.187503
 1350	-9.987834	0.187502
 1351	-8.661852	0.187570
 1352	-8.730902	0.187660
 1353	-3.887521	0.188007
 1354	-12.742613	0.187715
 1355	-12.503244	0.187592
 1356	-8.990652	0.187725
 1357	-9.723307	0.187734
 1358	-13.569315	0.187429
 1359	-11.274332	0.187376
 1360	-8.078425	0.187596
 1361	-8.959472	0.187579
 1362	-11.565509	0.187540
 1363	-13.883646	0.187434
 1364	-14.930631	0.187410
 1365	-14.340460	0.187489
 1366	-11.786678	0.187633
 1367	-12.692357	0.187463
 1368	-14.052787	0.187521
 1369	-9.337346	0.187707
 1370	-10.758828	0.187626
 1371	-12.858641	0.187545
 1372	-12.654100	0.187532
 1373	-10.106885	0.187696
 1374	-9.176149	0.187723
 1375	-8.006934	0.187798
 1376	-8.465418	0.187728
 1377	-9.951362	0.187600
 1378	-10.998735	0.187565
 1379	-10.204208	0.187542
 1380	-8.807269	0.187675
 1381	-12.657979	0.187500
 1382	-13.508307	0.187462
 1383	-13.531444	0.187471
 1384	-12.767532	0.187644
 1385	-11.040842	0.187636
 1386	-13.225140	0.187554
 1387	-11.124465	0.187590
 1388	-12.072693	0.187456
 1389	-11.568617	0.187537
 1390	-13.453745	0.187458
 1391	-12.906315	0.187449
 1392	-11.104201	0.187468
 1393	-9.677907	0.187393
 1394	-8.539011	0.187480
 1395	-6.799485	0.187490
 1396	-6.576841	0.187560
 1397	-7.588575	0.187669
 1398	-6.071060	0.187737
 1399	-5.179366	0.187795
 1400	-0.054634	0.188056
 1401	-6.550756	0.187656
 1402	-10.886385	0.187526
 1403	-10.295190	0.187572
 1404	-7.202480	0.187769
 1405	-13.786076	0.187425
 1406	-13.167344	0.187446
 1407	-12.809560	0.187420
 1408	-12.442392	0.187372
 1409	-14.417425	0.187353
 1410	-12.821263	0.187516
 1411	-9.267227	0.187865
 1412	-13.316693	0.187606
 1413	-12.231897	0.187751
 1414	-12.354818	0.187737
 1415	-15.851921	0.187562
 1416	-20.146144	0.187437
 1417	-17.582594	0.187401
 1418	-15.322177	0.187509
 1419	-14.523182	0.187450
 1420	-12.299825	0.187494
 1421	-13.189242	0.187665
 1422	-14.296228	0.187621
 1423	-13.293825	0.187565
 1424	-12.279427	0.187647
 1425	-10.960235	0.187553
 1426	-4.081855	0.188097
 1427	-10.296878	0.187733
 1428	-10.239184	0.187538
 1429	-11.631739	0.187485
 1430	-11.253017	0.187518
 1431	-13.863996	0.187460
 1432	-11.326081	0.187732
 1433	-10.170451	0.187955
 1434	-7.825392	0.188039
 1435	-13.932754	0.187627
 1436	-13.472600	0.187647
 1437	-13.073957	0.187659
 1438	-12.654120	0.187507
 1439	-13.594325	0.187540
 1440	-13.766612	0.187434
 1441	-11.814433	0.187473
 1442	-14.023598	0.187418
 1443	-11.954822	0.187477
 1444	-9.423669	0.187641
 1445	-9.432752	0.187594
 1446	-8.249362	0.187617
 1447	-9.972814	0.187522
 1448	-10.466527	0.187556
 1449	-10.000007	0.187469
 1450	-12.350464	0.187583
 1451	-12.124801	0.187655
 1452	-7.622981	0.187892
 1453	-4.163180	0.187963
 1454	-6.943906	0.187829
 1455	-8.872260	0.187821
 1456	-10.987003	0.187675
 1457	-12.429507	0.187560
 1458	-10.491882	0.187486
 1459	-11.230962	0.187425
 1460	-10.293334	0.187407
 1461	-10.203751	0.187560
 1462	-14.461777	0.187452
 1463	-14.178123	0.187476
 1464	-16.423908	0.187450
 1465	-17.441369	0.187554
 1466	-18.481800	0.187324
 1467	-14.968490	0.187441
 1468	-15.030448	0.187358
 1469	-11.539681	0.187533
 1470	-12.688522	0.187421
 1471	-11.509135	0.187543
 1472	-14.115831	0.187383
 1473	-13.297080	0.187484
 1474	-7.357594	0.187696
 1475	-13.279267	0.187307
 1476	-11.293751	0.187461
 1477	-9.145033	0.187671
 1478	-11.315823	0.187512
 1479	-12.116880	0.187565
 1480	-12.311812	0.187587
 1481	-15.186813	0.187443
 1482	-14.222213	0.187385
 1483	-11.826176	0.187416
 1484	-11.634110	0.187551
 1485	-9.434848	0.187716
 1486	-8.122840	0.187942
 1487	-13.912598	0.187720
 1488	-13.555848	0.187700
 1489	-17.404418	0.187418
 1490	-12.801726	0.187624
 1491	-14.495491	0.187429
 1492	-13.938597	0.187447
 1493	-14.825099	0.187449
 1494	-14.788897	0.187399
 1495	-12.817880	0.187478
 1496	-12.035358	0.187555
 1497	-9.497025	0.187704
 1498	-11.768358	0.187613
 1499	-8.942337	0.187698
 1500	-5.396203	0.188008
 1501	-8.710811	0.187825
 1502	-10.665270	0.187652
 1503	-14.110037	0.187600
 1504	-14.259447	0.187467
 1505	-11.983085	0.187637
 1506	-12.643245	0.187805
 1507	-18.191709	0.187436
 1508	-16.703751	0.187429
 1509	-13.599157	0.187508
 1510	-9.138042	0.187855
 1511	-6.953617	0.188015
 1512	-10.783511	0.187840
 1513	-11.614536	0.187665
 1514	-12.783249	0.187715
 1515	-14.051169	0.187541
 1516	-12.520465	0.187609
 1517	-6.690049	0.187787
 1518	-10.847809	0.187653
 1519	-10.367240	0.187654
 1520	-13.687319	0.187520
 1521	-15.933848	0.187545
 1522	-15.677963	0.187664
 1523	-15.773545	0.187769
 1524	-15.597442	0.187723
 1525	-14.702678	0.187724
 1526	-16.922887	0.187537
 1527	-17.366907	0.187548
 1528	-15.163064	0.187664
 1529	-15.531274	0.187592
 1530	-14.240096	0.187486
 1531	-13.457187	0.187528
 1532	-10.829696	0.187669
 1533	-8.680030	0.187833
 1534	-6.722542	0.187960
 1535	-6.964506	0.187781
 1536	-10.493714	0.187535
 1537	-12.365761	0.187374
 1538	-13.087257	0.187353
 1539	-8.349576	0.187577
 1540	-7.686328	0.187626
 1541	-8.348422	0.187496
 1542	-8.737696	0.187490
 1543	-9.763770	0.187437
 1544	-9.266255	0.187379
 1545	-7.999187	0.187515
 1546	-5.058669	0.187712
 1547	-5.895741	0.187683
 1548	-11.606524	0.187489
 1549	-12.469676	0.187507
 1550	-10.319970	0.187595
 1551	-10.653433	0.187642
 1552	-14.150400	0.187409
 1553	-13.539878	0.187545
 1554	-6.764138	0.187871
 1555	-9.986723	0.187545
 1556	-11.363843	0.187608
 1557	-8.082778	0.187835
 1558	-10.390315	0.187685
 1559	-8.773583	0.187714
 1560	-6.498832	0.187809
 1561	-11.339131	0.187553
 1562	-11.583416	0.187655
 1563	-12.626340	0.187593
 1564	-12.550305	0.187480
 1565	-13.433293	0.187440
 1566	-13.527495	0.187434
 1567	-14.153555	0.187492
 1568	-10.693530	0.187707
 1569	-12.847356	0.187744
 1570	-17.671105	0.187506
 1571	-16.796779	0.187698
 1572	-17.316672	0.187613
 1573	-16.440075	0.187677
 1574	-17.161136	0.187585
 1575	-17.566564	0.187645
 1576	-15.513837	0.187620
 1577	-14.928010	0.187503
 1578	-16.014098	0.187443
 1579	-16.143876	0.187441
 1580	-12.954697	0.187628
 1581	-10.231088	0.187787
 1582	-11.335861	0.187560
 1583	-8.480307	0.187747
 1584	-14.409871	0.187667
 1585	-15.451361	0.187641
 1586	-17.902543	0.187460
 1587	-16.200352	0.187496
 1588	-14.343023	0.187582
 1589	-10.485189	0.187844
 1590	-6.696884	0.187819
 1591	-7.724615	0.187748
 1592	-6.466021	0.187704
 1593	-4.000740	0.187918
 1594	-8.372107	0.187523
 1595	-8.144681	0.187454
 1596	-6.851061	0.187532
 1597	-6.674631	0.187459
 1598	-7.933849	0.187522
 1599	-11.387992	0.187457
 1600	-11.500018	0.187430
 1601	-6.278222	0.187906
 1602	-7.629732	0.187725
 1603	-9.826306	0.187490
 1604	-8.779251	0.187499
 1605	-11.321039	0.187528
 1606	-10.594849	0.187603
 1607	-10.009944	0.187681
 1608	-11.158333	0.187695
 1609	-8.998398	0.187721
 1610	-11.052046	0.187657
 1611	-16.457727	0.187534
 1612	-8.377721	0.187937
 1613	-11.704820	0.187519
 1614	-11.451295	0.187500
 1615	-9.664757	0.187538
 1616	-7.002440	0.187618
 1617	-6.621975	0.187619
 1618	-6.748917	0.187624
 1619	-5.625407	0.187590
 1620	-4.267207	0.187647
 1621	-5.990196	0.187666
 1622	-6.410903	0.187597
 1623	-6.098157	0.187461
 1624	-8.892924	0.187452
 1625	-7.939685	0.187506
 1626	-8.267294	0.187555
 1627	-8.720713	0.187534
 1628	-10.851399	0.187439
 1629	-2.136095	0.187884
 1630	-6.433110	0.187710
 1631	-8.688438	0.187626
 1632	-7.541750	0.187527
 1633	-6.111169	0.187522
 1634	-7.656176	0.187431
 1635	-9.906454	0.187454
 1636	-10.300009	0.187401
 1637	-7.734527	0.187452
 1638	-6.312502	0.187606
 1639	-6.778393	0.187486
 1640	-4.179142	0.187600
 1641	-9.031584	0.187383
 1642	-8.295046	0.187600
 1643	-7.258319	0.187616
 1644	-9.267909	0.187532
 1645	-8.906958	0.187438
 1646	-8.892680	0.187436
 1647	-8.466069	0.187506
 1648	-9.343806	0.187423
 1649	-8.848503	0.187615
 1650	-5.773931	0.187836
 1651	-13.002082	0.187423
 1652	-12.232910	0.187497
 1653	-2.960739	0.187949
 1654	-4.247261	0.187969
 1655	-9.205095	0.187759
 1656	-7.414928	0.187812
 1657	-7.350388	0.187765
 1658	-14.616837	0.187392
 1659	-14.199087	0.187427
 1660	-12.378698	0.187525
 1661	-11.856578	0.187565
 1662	-13.805749	0.187475
 1663	-12.860685	0.187446
 1664	-12.799745	0.187505
 1665	-14.991199	0.187381
 1666	-14.661278	0.187386
 1667	-16.997825	0.187461
 1668	-13.437370	0.187571
 1669	-12.403479	0.187659
 1670	-13.885057	0.187562
 1671	-14.061925	0.187513
 1672	-11.960200	0.187657
 1673	-11.463981	0.187697
 1674	-17.486090	0.187354
 1675	-18.455013	0.187382
 1676	-15.634702	0.187629
 1677	-13.349140	0.187688
 1678	-12.350870	0.187780
 1679	-13.134862	0.187578
 1680	-10.592069	0.187610
 1681	-13.801839	0.187414
 1682	-12.944264	0.187486
 1683	-12.484312	0.187699
 1684	-10.531544	0.187701
 1685	-13.444731	0.187444
 1686	-14.117411	0.187471
 1687	-15.433422	0.187509
 1688	-15.954203	0.187490
 1689	-16.210200	0.187515
 1690	-15.415294	0.187584
 1691	-14.131072	0.187532
 1692	-13.397312	0.187569
 1693	-12.512297	0.187693
 1694	-7.419010	0.187833
 1695	-8.032097	0.187719
 1696	-11.631496	0.187558
 1697	-12.488942	0.187639
 1698	-7.938351	0.187701
 1699	-12.692223	0.187454
 1700	-13.127383	0.187370
 1701	-10.259600	0.187556
 1702	-7.827524	0.187724
 1703	-12.408747	0.187490
 1704	-11.344311	0.187570
 1705	-10.677604	0.187649
 1706	-10.195097	0.187620
 1707	-6.694189	0.187766
 1708	-3.882516	0.187897
 1709	-10.838476	0.187507
 1710	-10.556826	0.187425
 1711	-11.797291	0.187489
 1712	-13.922775	0.187481
 1713	-12.523571	0.187533
 1714	-9.076237	0.187807
 1715	-11.569988	0.187597
 1716	-10.025521	0.187444
 1717	-10.097663	0.187548
 1718	-12.897603	0.187539
 1719	-12.883300	0.187518
 1720	-12.171421	0.187426
 1721	-9.624737	0.187434
 1722	-8.581044	0.187409
 1723	-8.938873	0.187403
 1724	-5.232106	0.187687
 1725	0.068136	0.188066
 1726	-0.873897	0.188045
 1727	-9.556574	0.187565
 1728	-9.223730	0.187586
 1729	-10.349903	0.187498
 1730	-12.636901	0.187399
 1731	-12.698561	0.187559
 1732	-15.116825	0.187528
 1733	-15.468523	0.187646
 1734	-15.095810	0.187559
 1735	-15.470939	0.187467
 1736	-13.739298	0.187478
 1737	-13.898746	0.187400
 1738	-12.938860	0.187450
 1739	-10.346139	0.187519
 1740	-9.495043	0.187536
 1741	-9.441833	0.187406
 1742	-10.343278	0.187462
 1743	-8.328727	0.187654
 1744	-7.623995	0.187628
 1745	-10.259730	0.187418
 1746	-8.924808	0.187526
 1747	-9.254611	0.187611
 1748	-10.438364	0.187544
 1749	-10.729938	0.187498
 1750	-10.950126	0.187466
 1751	-7.594183	0.187549
 1752	-2.385605	0.187825
 1753	-11.916454	0.187427
 1754	-11.756198	0.187411
 1755	-10.949778	0.187424
 1756	-9.494952	0.187634
 1757	-11.747362	0.187570
 1758	-11.111598	0.187470
 1759	-10.024750	0.187534
 1760	-13.956905	0.187394
 1761	-10.051749	0.187494
 1762	-9.959206	0.187571
 1763	-10.041644	0.187609
 1764	-12.482509	0.187403
 1765	-12.272216	0.187524
 1766	-13.150521	0.187478
 1767	-9.493406	0.187587
 1768	-11.461915	0.187431
 1769	-9.549411	0.187601
 1770	-8.466266	0.187694
 1771	-11.343908	0.187514
 1772	-12.157279	0.187504
 1773	-12.558323	0.187557
 1774	-11.576710	0.187468
 1775	-10.308113	0.187419
 1776	-5.535951	0.187751
 1777	-6.950752	0.187661
 1778	-9.622520	0.187374
 1779	-9.529824	0.187386
 1780	-10.121744	0.187457
 1781	-12.190646	0.187491
 1782	-12.283245	0.187488
 1783	-11.803470	0.187457
 1784	-8.872523	0.187521
 1785	-8.874504	0.187427
 1786	-7.010587	0.187578
 1787	-7.742410	0.187666
 1788	-11.267562	0.187508
 1789	-9.529721	0.187652
 1790	-10.012904	0.187501
 1791	-11.769391	0.187450
 1792	-10.707728	0.187522
 1793	-10.292935	0.187486
 1794	-14.848414	0.187379
 1795	-11.750891	0.187431
 1796	-8.995411	0.187570
 1797	-7.999649	0.187647
 1798	-11.029439	0.187468
 1799	-13.023569	0.187500
 1800	-10.171660	0.187652
 1801	-10.698929	0.187599
 1802	-13.164698	0.187437
 1803	-13.447714	0.187518
 1804	-9.299160	0.187684
 1805	-11.103576	0.187653
 1806	-9.263944	0.187711
 1807	-9.089056	0.187585
 1808	-3.987775	0.187967
 1809	-4.408055	0.187875
 1810	-7.017052	0.187780
 1811	-11.614736	0.187639
 1812	-11.480244	0.187571
 1813	-9.572798	0.187529
 1814	-10.405314	0.187493
 1815	-10.435896	0.187505
 1816	-10.803916	0.187421
 1817	-10.561688	0.187418
 1818	-11.306393	0.187539
 1819	-14.036158	0.187419
 1820	-13.500163	0.187559
 1821	-12.758317	0.187581
 1822	-14.043843	0.187477
 1823	-13.548858	0.187522
 1824	-15.560041	0.187410
 1825	-14.537724	0.187395
 1826	-13.458309	0.187565
 1827	-12.191839	0.187752
 1828	-11.562577	0.187704
 1829	-12.577208	0.187640
 1830	-12.159400	0.187659
 1831	-15.412305	0.187581
 1832	-15.372882	0.187674
 1833	-14.765377	0.187604
 1834	-14.430952	0.187634
 1835	-13.734852	0.187536
 1836	-13.175358	0.187465
 1837	-13.010920	0.187515
 1838	-13.498798	0.187546
 1839	-12.656734	0.187527
 1840	-12.573712	0.187449
 1841	-13.620846	0.187401
 1842	-11.738466	0.187510
 1843	-13.223695	0.187487
 1844	-12.645979	0.187451
 1845	-11.969725	0.187391
 1846	-7.093724	0.187604
 1847	-11.712742	0.187561
 1848	-12.333394	0.187502
 1849	-12.745143	0.187409
 1850	-13.510010	0.187498
 1851	-12.084297	0.187546
 1852	-9.006878	0.187592
 1853	-10.486614	0.187500
 1854	-10.110420	0.187508
 1855	-10.675682	0.187522
 1856	-8.479238	0.187768
 1857	-6.420748	0.187849
 1858	-7.219644	0.187648
 1859	-11.670183	0.187631
 1860	-13.599098	0.187548
 1861	-15.349844	0.187482
 1862	-15.891681	0.187420
 1863	-12.609514	0.187511
 1864	-11.091872	0.187749
 1865	-12.276797	0.187588
 1866	-13.155136	0.187493
 1867	-14.907804	0.187402
 1868	-14.772977	0.187406
 1869	-11.924864	0.187549
 1870	-13.075118	0.187571
 1871	-12.270243	0.187515
 1872	-12.392745	0.187471
 1873	-14.151005	0.187435
 1874	-12.598896	0.187377
 1875	-11.456309	0.187414
 1876	-8.613061	0.187494
 1877	-10.293902	0.187487
 1878	-12.314238	0.187470
 1879	-9.458456	0.187698
 1880	-9.188504	0.187757
 1881	-10.397624	0.187705
 1882	-12.292144	0.187516
 1883	-9.264508	0.187736
 1884	-12.126359	0.187569
 1885	-5.750635	0.187793
 1886	-10.745824	0.187550
 1887	-11.306125	0.187552
 1888	-10.272299	0.187647
 1889	-13.027132	0.187578
 1890	-13.459302	0.187580
 1891	-14.671750	0.187546
 1892	-13.448906	0.187486
 1893	-7.477523	0.187779
 1894	-6.455525	0.187800
 1895	-6.355678	0.187922
 1896	-6.535408	0.187859
 1897	-4.648544	0.187866
 1898	-5.987724	0.187893
 1899	-4.756817	0.187886
 1900	-11.679930	0.187468
 1901	-10.857927	0.187480
 1902	-8.885761	0.187585
 1903	-6.230276	0.187678
 1904	-6.916329	0.187621
 1905	-9.181839	0.187421
 1906	-9.899262	0.187421
 1907	-9.685031	0.187566
 1908	-9.779103	0.187492
 1909	-8.862158	0.187400
 1910	-9.746608	0.187425
 1911	-8.585589	0.187497
 1912	-7.416299	0.187600
 1913	-8.960345	0.187473
 1914	-8.923278	0.187429
 1915	-6.201733	0.187667
 1916	-8.184420	0.187560
 1917	-9.558551	0.187437
 1918	-9.563748	0.187549
 1919	-11.062860	0.187492
 1920	-13.556238	0.187585
 1921	-14.144419	0.187616
 1922	-12.573735	0.187516
 1923	-10.073695	0.187603
 1924	-7.719959	0.187693
 1925	-9.781207	0.187499
 1926	-10.429119	0.187458
 1927	-9.519893	0.187473
 1928	-11.053791	0.187470
 1929	-10.698776	0.187435
