#Cycle	Epot	P

 1930	-11.607211	0.187405
 1931	-10.969153	0.187441
 1932	-11.203286	0.187462
 1933	-11.618025	0.187656
 1934	-13.072800	0.187518
 1935	-13.216816	0.187579
 1936	-12.536081	0.187618
 1937	-12.346478	0.187498
 1938	-11.279883	0.187525
 1939	-10.945956	0.187488
 1940	-11.560082	0.187387
 1941	-10.411330	0.187428
 1942	-9.830101	0.187525
 1943	-10.051040	0.187468
 1944	-9.452566	0.187500
 1945	-8.205715	0.187480
 1946	-8.327714	0.187430
 1947	-9.298792	0.187409
 1948	-8.877949	0.187536
 1949	-6.421662	0.187681
 1950	-6.750455	0.187719
 1951	-7.690462	0.187693
 1952	-7.063464	0.187622
 1953	-8.849200	0.187523
 1954	-11.650204	0.187460
 1955	-12.743650	0.187412
 1956	-10.929138	0.187535
 1957	-11.057092	0.187493
 1958	-10.792840	0.187553
 1959	-10.803963	0.187515
 1960	-7.803402	0.187659
 1961	-5.909929	0.187804
 1962	-1.978216	0.187952
 1963	-3.554546	0.187965
 1964	-10.116647	0.187845
 1965	-12.609322	0.187699
 1966	-10.573856	0.187717
 1967	-10.099488	0.187621
 1968	-9.079372	0.187552
 1969	-10.035195	0.187554
 1970	-9.773607	0.187548
 1971	-8.138338	0.187549
 1972	-9.941476	0.187524
 1973	-9.410123	0.187687
 1974	-11.652594	0.187639
 1975	-12.878410	0.187421
 1976	-14.192200	0.187425
 1977	-15.412891	0.187532
 1978	-14.275868	0.187548
 1979	-16.303719	0.187431
 1980	-16.477360	0.187392
 1981	-17.678798	0.187378
 1982	-15.819850	0.187504
 1983	-14.212193	0.187551
 1984	-13.983121	0.187480
 1985	-17.217849	0.187429
 1986	-18.045761	0.187390
 1987	-18.328748	0.187715
 1988	-16.446002	0.187757
 1989	-16.943925	0.187491
 1990	-14.799863	0.187761
 1991	-11.094366	0.187888
 1992	-8.094697	0.188036
 1993	-9.913453	0.187825
 1994	-10.507856	0.187761
 1995	-8.621082	0.187836
 1996	-9.112835	0.187785
 1997	-14.688198	0.187461
 1998	-15.642213	0.187321
 1999	-15.856578	0.187304
 2000	-15.517327	0.187374
