2.001000	3.000368	
10.000000	8.000930	
6.999751	2.000187	
2.000771	4.000536	
8.999464	1.999363	
1.999813	0.000536	
4.000729	5.000951	
3.999229	8.999031	
4.999813	0.999363	
5.000951	2.999574	


2.002000	3.000712	
9.999464	8.001860	
6.999503	2.000375	
2.001541	4.001096	
8.998928	1.998725	
1.999625	0.001072	
4.001458	5.001902	
3.998459	8.998062	
4.999625	0.998725	
5.001903	2.999148	


2.003000	3.001032	
9.998928	8.002789	
6.999254	2.000562	
2.002312	4.001680	
8.998392	1.998088	
1.999438	0.001608	
4.002187	5.002853	
3.997688	8.997093	
4.999438	0.998088	
5.002854	2.998722	


2.004000	3.001329	
9.998392	8.003719	
6.999006	2.000750	
2.003082	4.002288	
8.997856	1.997450	
1.999250	0.002143	
4.002916	5.003804	
3.996918	8.996124	
4.999250	0.997452	
5.003805	2.998296	


2.005000	3.001601	
9.997856	8.004649	
6.998757	2.000937	
2.003853	4.002920	
8.997319	1.996813	
1.999063	0.002679	
4.003644	5.004754	
3.996147	8.995155	
4.999063	0.996815	
5.004756	2.997870	


2.006001	3.001851	
9.997320	8.005579	
6.998509	2.001124	
2.004624	4.003575	
8.996782	1.996176	
1.998876	0.003215	
4.004373	5.005704	
3.995377	8.994186	
4.998877	0.996179	
5.005708	2.997443	


2.007001	3.002076	
9.996784	8.006509	
6.998260	2.001312	
2.005395	4.004255	
8.996245	1.995538	
1.998688	0.003751	
4.005102	5.006655	
3.994606	8.993217	
4.998690	0.995543	
5.006659	2.997017	


2.008001	3.002279	
9.996248	8.007439	
6.998012	2.001499	
2.006166	4.004958	
8.995708	1.994901	
1.998501	0.004287	
4.005830	5.007605	
3.993835	8.992249	
4.998503	0.994907	
5.007610	2.996590	


2.009001	3.002458	
9.995712	8.008368	
6.997764	2.001687	
2.006936	4.005683	
8.995172	1.994263	
1.998314	0.004823	
4.006559	5.008555	
3.993065	8.991280	
4.998316	0.994271	
5.008562	2.996163	


2.010002	3.002615	
9.995176	8.009298	
6.997515	2.001874	
2.007707	4.006432	
8.994634	1.993626	
1.998127	0.005359	
4.007288	5.009505	
3.992294	8.990311	
4.998129	0.993636	
5.009513	2.995736	


2.011002	3.002749	
9.994640	8.010228	
6.997267	2.002061	
2.008478	4.007204	
8.994096	1.992988	
1.997939	0.005895	
4.008016	5.010455	
3.991524	8.989342	
4.997942	0.993001	
5.010464	2.995309	


2.012003	3.002861	
9.994104	8.011158	
6.997018	2.002249	
2.009249	4.007998	
8.993558	1.992351	
1.997752	0.006431	
4.008745	5.011405	
3.990753	8.988373	
4.997756	0.992365	
5.011415	2.994881	


2.013004	3.002950	
9.993568	8.012088	
6.996770	2.002436	
2.010020	4.008813	
8.993020	1.991714	
1.997565	0.006967	
4.009473	5.012354	
3.989983	8.987404	
4.997569	0.991731	
5.012367	2.994454	


2.014004	3.003018	
9.993032	8.013018	
6.996521	2.002624	
2.010790	4.009651	
8.992482	1.991076	
1.997377	0.007503	
4.010201	5.013303	
3.989212	8.986435	
4.997383	0.991096	
5.013318	2.994026	


2.015005	3.003065	
9.992496	8.013947	
6.996273	2.002811	
2.011561	4.010510	
8.991943	1.990439	
1.997190	0.008039	
4.010930	5.014253	
3.988441	8.985466	
4.997196	0.990462	
5.014269	2.993598	


2.016006	3.003090	
9.991961	8.014877	
6.996025	2.002998	
2.012332	4.011391	
8.991405	1.989801	
1.997003	0.008575	
4.011658	5.015202	
3.987671	8.984497	
4.997010	0.989828	
5.015221	2.993170	


2.017007	3.003095	
9.991425	8.015807	
6.995776	2.003186	
2.013103	4.012292	
8.990866	1.989164	
1.996816	0.009111	
4.012386	5.016151	
3.986900	8.983528	
4.996823	0.989194	
5.016172	2.992742	


2.018008	3.003079	
9.990889	8.016737	
6.995528	2.003373	
2.013874	4.013214	
8.990327	1.988527	
1.996628	0.009647	
4.013114	5.017100	
3.986130	8.982559	
4.996637	0.988560	
5.017123	2.992314	


2.019009	3.003043	
9.990353	8.017667	
6.995280	2.003561	
2.014644	4.014155	
8.989788	1.987889	
1.996441	0.010183	
4.013842	5.018049	
3.985359	8.981590	
4.996451	0.987927	
5.018075	2.991886	


2.020011	3.002987	
9.989817	8.018597	
6.995032	2.003748	
2.015415	4.015117	
8.989248	1.987252	
1.996254	0.010720	
4.014570	5.018998	
3.984589	8.980621	
4.996265	0.987293	
5.019026	2.991457	


2.021012	3.002912	
9.989281	8.019526	
6.994784	2.003935	
2.016186	4.016098	
8.988708	1.986614	
1.996067	0.011256	
4.015298	5.019946	
3.983818	8.979652	
4.996079	0.986660	
5.019978	2.991029	


2.022014	3.002818	
9.988745	8.020456	
6.994536	2.004123	
2.016957	4.017098	
8.988169	1.985977	
1.995879	0.011792	
4.016026	5.020895	
3.983047	8.978683	
4.995893	0.986027	
5.020929	2.990600	


2.023015	3.002705	
9.988209	8.021386	
6.994288	2.004310	
2.017728	4.018116	
8.987629	1.985340	
1.995692	0.012328	
4.016754	5.021843	
3.982277	8.977715	
4.995707	0.985395	
5.021881	2.990171	


2.024017	3.002574	
9.987673	8.022316	
6.994040	2.004498	
2.018498	4.019153	
8.987089	1.984702	
1.995505	0.012864	
4.017482	5.022791	
3.981506	8.976746	
4.995521	0.984762	
5.022833	2.989742	


2.025019	3.002426	
9.987137	8.023246	
6.993792	2.004685	
2.019269	4.020207	
8.986548	1.984065	
1.995318	0.013400	
4.018209	5.023739	
3.980736	8.975777	
4.995335	0.984130	
5.023785	2.989312	


2.026021	3.002260	
9.986601	8.024176	
6.993544	2.004872	
2.020040	4.021279	
8.986008	1.983427	
1.995131	0.013937	
4.018937	5.024687	
3.979965	8.974808	
4.995150	0.983498	
5.024736	2.988883	


2.027023	3.002077	
9.986065	8.025105	
6.993296	2.005060	
2.020811	4.022368	
8.985467	1.982790	
1.994944	0.014473	
4.019665	5.025635	
3.979195	8.973839	
4.994964	0.982867	
5.025688	2.988453	


2.028025	3.001878	
9.985529	8.026035	
6.993048	2.005247	
2.021581	4.023473	
8.984926	1.982152	
1.994756	0.015009	
4.020392	5.026583	
3.978424	8.972870	
4.994779	0.982235	
5.026640	2.988024	


2.029028	3.001662	
9.984993	8.026965	
6.992800	2.005435	
2.022352	4.024595	
8.984385	1.981515	
1.994569	0.015545	
4.021120	5.027531	
3.977654	8.971901	
4.994593	0.981604	
5.027592	2.987594	


2.030030	3.001431	
9.984457	8.027895	
6.992552	2.005622	
2.023122	4.025732	
8.983844	1.980878	
1.994382	0.016082	
4.021848	5.028478	
3.976883	8.970932	
4.994408	0.980973	
5.028543	2.987164	


2.031033	3.001184	
9.983921	8.028825	
6.992304	2.005809	
2.023893	4.026884	
8.983302	1.980240	
1.994195	0.016618	
4.022575	5.029426	
3.976112	8.969963	
4.994222	0.980342	
5.029495	2.986733	


2.032036	3.000923	
9.983385	8.029755	
6.992056	2.005997	
2.024663	4.028050	
8.982760	1.979603	
1.994008	0.017154	
4.023303	5.030373	
3.975342	8.968994	
4.994037	0.979711	
5.030447	2.986303	


2.033038	3.000647	
9.982849	8.030684	
6.991808	2.006184	
2.025434	4.029232	
8.982219	1.978965	
1.993821	0.017691	
4.024030	5.031320	
3.974571	8.968025	
4.993851	0.979081	
5.031399	2.985873	


2.034041	3.000357	
9.982313	8.031614	
6.991560	2.006371	
2.026204	4.030427	
8.981677	1.978328	
1.993634	0.018227	
4.024757	5.032267	
3.973801	8.967056	
4.993666	0.978451	
5.032351	2.985442	


2.035044	3.000054	
9.981777	8.032544	
6.991313	2.006559	
2.026975	4.031636	
8.981134	1.977691	
1.993446	0.018763	
4.025484	5.033214	
3.973030	8.966087	
4.993481	0.977821	
5.033302	2.985011	


2.036048	2.999738	
9.981241	8.033474	
6.991065	2.006746	
2.027745	4.032857	
8.980592	1.977053	
1.993259	0.019300	
4.026211	5.034161	
