#distance	             h	             g
7.138300	    114.000000	      0.962101
7.150650	    112.000000	      0.941960
7.163000	    104.000000	      0.871664
7.175350	    111.000000	      0.927134
7.187700	    106.000000	      0.882331
7.200050	     97.000000	      0.804648
7.212400	    107.000000	      0.884565
7.224750	     90.000000	      0.741485
7.237100	     99.000000	      0.812852
7.249450	    107.000000	      0.875546
7.261800	     94.000000	      0.766558
7.274150	     98.000000	      0.796466
7.286500	    101.000000	      0.818067
7.298850	    105.000000	      0.847590
7.311200	    132.000000	      1.061945
7.323550	    107.000000	      0.857918
7.335900	    122.000000	      0.974897
7.348250	    132.000000	      1.051263
7.360600	    101.000000	      0.801679
7.372950	    112.000000	      0.886015
7.385300	    146.000000	      1.151124
7.397650	    122.000000	      0.958689
7.410000	    126.000000	      0.986824
7.422350	    122.000000	      0.952319
7.434700	    119.000000	      0.925818
7.447050	    115.000000	      0.891733
7.459400	    101.000000	      0.780583
7.471750	    131.000000	      1.009095
7.484100	    146.000000	      1.120932
7.496450	    116.000000	      0.887671
7.508800	    122.000000	      0.930517
7.521150	    102.000000	      0.775420
7.533500	    116.000000	      0.878962
7.545850	    122.000000	      0.921402
7.558200	    140.000000	      1.053894
7.570550	    126.000000	      0.945412
7.582900	    132.000000	      0.987208
7.595250	    104.000000	      0.775273
7.607600	    122.000000	      0.906505
7.619950	    135.000000	      0.999850
7.632300	    134.000000	      0.989235
7.644650	    139.000000	      1.022834
7.657000	    126.000000	      0.924185
7.669350	    118.000000	      0.862721
7.681700	    115.000000	      0.838086
7.694050	    113.000000	      0.820869
7.706400	    151.000000	      1.093401
7.718750	    150.000000	      1.082687
7.731100	    127.000000	      0.913748
7.743450	    140.000000	      1.004071
7.755800	    140.000000	      1.000876
7.768150	    162.000000	      1.154477
7.780500	    143.000000	      1.015843
7.792850	    133.000000	      0.941813
7.805200	    127.000000	      0.896481
7.817550	    121.000000	      0.851431
7.829900	    133.000000	      0.932921
7.842250	    154.000000	      1.076824
7.854600	    145.000000	      1.010707
7.866950	    139.000000	      0.965845
7.879300	    143.000000	      0.990527
7.891650	    139.000000	      0.959809
7.904000	    141.000000	      0.970579
7.916350	    140.000000	      0.960691
7.928700	    149.000000	      1.019267
7.941050	    141.000000	      0.961543
7.953400	    149.000000	      1.012946
7.965750	    144.000000	      0.975921
7.978100	    146.000000	      0.986414
7.990450	    145.000000	      0.976632
8.002800	    140.000000	      0.940047
8.015150	    152.000000	      1.017480
8.027500	    149.000000	      0.994331
8.039850	    158.000000	      1.051155
8.052200	    166.000000	      1.100993
8.064550	    135.000000	      0.892645
8.076900	    136.000000	      0.896510
8.089250	    148.000000	      0.972637
8.101600	    149.000000	      0.976226
8.113950	    155.000000	      1.012448
8.126300	    161.000000	      1.048445
8.138650	    166.000000	      1.077727
8.151000	    150.000000	      0.970901
8.163350	    176.000000	      1.135746
8.175700	    149.000000	      0.958610
8.188050	    170.000000	      1.090419
8.200400	    183.000000	      1.170271
8.212750	    165.000000	      1.051991
8.225100	    149.000000	      0.947130
8.237450	    181.000000	      1.147093
8.249800	    164.000000	      1.036245
8.262150	    174.000000	      1.096146
8.274500	    156.000000	      0.979821
8.286850	    158.000000	      0.989427
8.299200	    161.000000	      1.005215
8.311550	    148.000000	      0.921304
8.323900	    158.000000	      0.980638
8.336250	    172.000000	      1.064370
8.348600	    191.000000	      1.178451
8.360950	    171.000000	      1.051938
8.373300	    161.000000	      0.987502
8.385650	    187.000000	      1.143599
8.398000	    154.000000	      0.939019
8.410350	    167.000000	      1.015299
8.422700	    194.000000	      1.175993
8.435050	    176.000000	      1.063758
8.447400	    166.000000	      1.000386
8.459750	    146.000000	      0.877290
8.472100	    206.000000	      1.234214
8.484450	    204.000000	      1.218676
8.496800	    195.000000	      1.161527
8.509150	    177.000000	      1.051251
8.521500	    178.000000	      1.054128
8.533850	    177.000000	      1.045174
8.546200	    164.000000	      0.965613
8.558550	    183.000000	      1.074376
8.570900	    187.000000	      1.094698
8.583250	    178.000000	      1.039015
8.595600	    171.000000	      0.995289
8.607950	    199.000000	      1.154939
8.620300	    189.000000	      1.093761
8.632650	    197.000000	      1.136798
8.645000	    180.000000	      1.035733
8.657350	    206.000000	      1.181960
8.669700	    165.000000	      0.944020
8.682050	    171.000000	      0.975567
8.694400	    207.000000	      1.177597
8.706750	    170.000000	      0.964367
8.719100	    151.000000	      0.854160
8.731450	    194.000000	      1.094295
8.743800	    166.000000	      0.933712
8.756150	    177.000000	      0.992779
8.768500	    200.000000	      1.118626
8.780850	    201.000000	      1.121059
8.793200	    193.000000	      1.073418
8.805550	    164.000000	      0.909570
8.817900	    198.000000	      1.095066
8.830250	    193.000000	      1.064429
8.842600	    177.000000	      0.973462
8.854950	    175.000000	      0.959779
8.867300	    197.000000	      1.077430
8.879650	    212.000000	      1.156244
8.892000	    181.000000	      0.984431
8.904350	    186.000000	      1.008821
8.916700	    186.000000	      1.006028
8.929050	    201.000000	      1.084154
8.941400	    178.000000	      0.957446
8.953750	    184.000000	      0.986991
8.966100	    195.000000	      1.043117
8.978450	    192.000000	      1.024245
8.990800	    200.000000	      1.063993
9.003150	    179.000000	      0.949663
9.015500	    193.000000	      1.021135
9.027850	    207.000000	      1.092213
9.040200	    187.000000	      0.983991
9.052550	    176.000000	      0.923584
9.064900	    176.000000	      0.921069
9.077250	    190.000000	      0.991632
9.089600	    204.000000	      1.061808
9.101950	    197.000000	      1.022593
9.114300	    215.000000	      1.113005
9.126650	    208.000000	      1.073856
9.139000	    196.000000	      1.009170
9.151350	    217.000000	      1.114281
9.163700	    184.000000	      0.942283
9.176050	    178.000000	      0.909105
9.188400	    196.000000	      0.998348
9.200750	    190.000000	      0.965190
9.213100	    194.000000	      0.982869
9.225450	    189.000000	      0.954975
9.237800	    192.000000	      0.967542
9.250150	    199.000000	      1.000140
9.262500	    182.000000	      0.912264
9.274850	    233.000000	      1.164790
9.287200	    204.000000	      1.017106
9.299550	    190.000000	      0.944790
9.311900	    209.000000	      1.036514
9.324250	    188.000000	      0.929898
9.336600	    202.000000	      0.996505
9.348950	    228.000000	      1.121798
9.361300	    186.000000	      0.912738
9.373650	    201.000000	      0.983748
9.386000	    188.000000	      0.917703
9.398350	    171.000000	      0.832527
9.410700	    205.000000	      0.995441
9.423050	    175.000000	      0.847541
9.435400	    181.000000	      0.874306
9.447750	    212.000000	      1.021373
9.460100	    192.000000	      0.922604
9.472450	    213.000000	      1.020847
9.484800	    212.000000	      1.013410
9.497150	    204.000000	      0.972633
9.509500	    195.000000	      0.927310
9.521850	    207.000000	      0.981823
9.534200	    228.000000	      1.078628
9.546550	    205.000000	      0.967312
9.558900	    209.000000	      0.983639
9.571250	    216.000000	      1.013963
9.583600	    218.000000	      1.020715
9.595950	    204.000000	      0.952708
9.608300	    192.000000	      0.894363
9.620650	    210.000000	      0.975699
9.633000	    202.000000	      0.936125
9.645350	    211.000000	      0.975331
9.657700	    208.000000	      0.959006
9.670050	    202.000000	      0.928965
9.682400	    233.000000	      1.068797
9.694750	    210.000000	      0.960841
9.707100	    211.000000	      0.962962
9.719450	    224.000000	      1.019695
9.731800	    224.000000	      1.017108
9.744150	    208.000000	      0.942065
9.756500	    193.000000	      0.871916
9.768850	    187.000000	      0.842675
9.781200	    195.000000	      0.876508
9.793550	    203.000000	      0.910167
9.805900	    217.000000	      0.970488
9.818250	    254.000000	      1.133107
9.830600	    220.000000	      0.978967
9.842950	    222.000000	      0.985389
9.855300	    209.000000	      0.925363
9.867650	    242.000000	      1.068792
9.880000	    225.000000	      0.991229
9.892350	    232.000000	      1.019517
9.904700	    228.000000	      0.999442
9.917050	    229.000000	      1.001327
9.929400	    225.000000	      0.981391
9.941750	    202.000000	      0.878883
9.954100	    231.000000	      1.002567
9.966450	    243.000000	      1.052036
9.978800	    195.000000	      0.842138
9.991150	    210.000000	      0.904678
10.003500	    218.000000	      0.936824
10.015850	    249.000000	      1.067405
10.028200	    233.000000	      0.996358
10.040550	    225.000000	      0.959783
10.052900	    220.000000	      0.936150
10.065250	    258.000000	      1.095156
10.077600	    238.000000	      1.007786
10.089950	    240.000000	      1.013768
10.102300	    242.000000	      1.019719
10.114650	    244.000000	      1.025637
10.127000	    236.000000	      0.989591
10.139350	    253.000000	      1.058293
10.151700	    230.000000	      0.959745
10.164050	    239.000000	      0.994878
10.176400	    247.000000	      1.025685
10.188750	    245.000000	      1.014915
10.201100	    248.000000	      1.024857
10.213450	    231.000000	      0.952297
10.225800	    228.000000	      0.937661
10.238150	    237.000000	      0.972324
10.250500	    215.000000	      0.879942
10.262850	    214.000000	      0.873742
10.275200	    263.000000	      1.071225
10.287550	    220.000000	      0.893932
10.299900	    239.000000	      0.968807
10.312250	    269.000000	      1.087805
10.324600	    247.000000	      0.996451
10.336950	    238.000000	      0.957850
