0.000000	2223500032.000000

0.100000	2223500032.000000

0.200000	nan

0.300000	-nan

0.400000	nan

0.500000	nan

0.600000	nan

0.700000	nan

0.800000	nan

0.900000	nan

1.000000	nan

1.100000	nan

1.200000	nan

1.300000	nan

1.400000	nan

1.500000	nan

1.600000	nan

1.700000	nan

1.800000	nan

1.900000	nan

2.000000	nan

2.100000	nan

2.200000	nan

2.300000	nan

2.400000	nan

2.500000	nan

2.600000	nan

2.700000	nan

2.800000	nan

2.900000	nan

3.000000	nan

3.100000	nan

3.200000	nan

3.300000	nan

3.400000	nan

3.500000	nan

3.600000	nan

3.700000	nan

3.800000	nan

3.900000	nan

4.000000	nan

4.100000	nan

4.200000	nan

4.300000	nan

4.400000	nan

4.500000	nan

4.600000	nan

4.700000	nan

4.800000	nan

4.900000	nan

5.000000	nan

5.100000	nan

5.200000	nan

5.300000	nan

5.400000	nan

5.500000	nan

5.600000	nan

5.700000	nan

5.800000	nan

5.900000	nan

6.000000	nan

6.100000	nan

6.200000	nan

6.300000	nan

6.400000	nan

6.500000	nan

6.600000	nan

6.700000	nan

6.800000	nan

6.900000	nan

7.000000	nan

7.100000	nan

7.200000	nan

7.300000	nan

7.400000	nan

7.500000	nan

7.600000	nan

7.700000	nan

7.800000	nan

7.900000	nan

8.000000	nan

8.100000	nan

8.200000	nan

8.300000	nan

8.400001	nan

8.500000	nan

8.600000	nan

8.700000	nan

8.800000	nan

8.900001	nan

9.000000	nan

9.100000	nan

9.200000	nan

9.300000	nan

9.400001	nan

9.500000	nan

9.600000	nan

9.700000	nan

9.800000	nan

9.900001	nan

10.000000	nan

10.100000	nan

10.200000	nan

10.300000	nan

10.400001	nan

10.500000	nan

10.600000	nan

10.700000	nan

10.800000	nan

10.900001	nan

11.000000	nan

11.100000	nan

11.200000	nan

11.300000	nan

11.400001	nan

11.500000	nan

11.600000	nan

11.700000	nan

11.800000	nan

11.900001	nan

12.000000	nan

12.100000	nan

12.200000	nan

12.300000	nan

12.400001	nan

12.500000	nan

12.600000	nan

12.700000	nan

12.800000	nan

12.900001	nan

13.000000	nan

13.100000	nan

13.200000	nan

13.300000	nan

13.400001	nan

13.500000	nan

13.600000	nan

13.700000	nan

13.800000	nan

13.900001	nan

14.000000	nan

14.100000	nan

14.200000	nan

14.300000	nan

14.400001	nan

14.500000	nan

14.600000	nan

14.700000	nan

14.800000	nan

14.900001	nan

15.000000	nan

15.100000	nan

15.200000	nan

15.300000	nan

15.400001	nan

15.500000	nan

15.600000	nan

15.700000	nan

15.800000	nan

15.900001	nan

16.000000	nan

16.100000	nan

16.200001	nan

16.300001	nan

16.400000	nan

16.500000	nan

16.600000	nan

16.700001	nan

16.800001	nan

16.900000	nan

17.000000	nan

