1.000000	1.000000
1.000000	1.900000
1.000000	2.800000
1.000000	3.700000
1.000000	4.600000
1.000000	5.500000
1.000000	6.400000
1.000000	7.300000
1.000000	8.200000
1.000000	9.100000
1.900000	1.000000
1.900000	1.900000
1.900000	2.800000
1.900000	3.700000
1.900000	4.600000
1.900000	5.500000
1.900000	6.400000
1.900000	7.300000
1.900000	8.200000
1.900000	9.100000
2.800000	1.000000
2.800000	1.900000
2.800000	2.800000
2.800000	3.700000
2.800000	4.600000
2.800000	5.500000
2.800000	6.400000
2.800000	7.300000
2.800000	8.200000
2.800000	9.100000
3.700000	1.000000
3.700000	1.900000
3.700000	2.800000
3.700000	3.700000
3.700000	4.600000
3.700000	5.500000
3.700000	6.400000
3.700000	7.300000
3.700000	8.200000
3.700000	9.100000
4.600000	1.000000
4.600000	1.900000
4.600000	2.800000
4.600000	3.700000
4.600000	4.600000
4.600000	5.500000
4.600000	6.400000
4.600000	7.300000
4.600000	8.200000
4.600000	9.100000
5.500000	1.000000
5.500000	1.900000
5.500000	2.800000
5.500000	3.700000
5.500000	4.600000
5.500000	5.500000
5.500000	6.400000
5.500000	7.300000
5.500000	8.200000
5.500000	9.100000
6.400000	1.000000
6.400000	1.900000
6.400000	2.800000
6.400000	3.700000
6.400000	4.600000
6.400000	5.500000
6.400000	6.400000
6.400000	7.300000
6.400000	8.200000
6.400000	9.100000
7.300000	1.000000
7.300000	1.900000
7.300000	2.800000
7.300000	3.700000
7.300000	4.600000
7.300000	5.500000
7.300000	6.400000
7.300000	7.300000
7.300000	8.200000
7.300000	9.100000
8.200000	1.000000
8.200000	1.900000
8.200000	2.800000
8.200000	3.700000
8.200000	4.600000
8.200000	5.500000
8.200000	6.400000
8.200000	7.300000
8.200000	8.200000
8.200000	9.100000
9.100000	1.000000
9.100000	1.900000
9.100000	2.800000
9.100000	3.700000
9.100000	4.600000
9.100000	5.500000
9.100000	6.400000
9.100000	7.300000
9.100000	8.200000
9.100000	9.100000


1.000000	1.000000
1.000000	1.900000
1.000000	2.800000
1.000000	3.700000
1.000000	4.600000
1.000000	5.500000
1.000000	6.400000
1.000000	7.300000
1.000000	8.200000
1.000000	9.100000
1.900000	1.000000
1.900000	1.900000
1.900000	2.800000
1.900000	3.700000
1.900000	4.600000
1.900000	5.500000
1.900000	6.400000
1.900000	7.300000
1.900000	8.200000
1.900000	9.100000
2.800000	1.000000
2.800000	1.900000
2.800000	2.800000
2.800000	3.700000
2.800000	4.600000
2.800000	5.500000
2.800000	6.400000
2.800000	7.300000
2.800000	8.200000
2.800000	9.100000
3.700000	1.000000
3.700000	1.900000
3.700000	2.800000
3.700000	3.700000
3.700000	4.600000
3.700000	5.500000
3.700000	6.400000
3.700000	7.300000
3.700000	8.200000
3.700000	9.100000
4.600000	1.000000
4.600000	1.900000
4.600000	2.800000
4.600000	3.700000
4.600000	4.600000
4.600000	5.500000
4.600000	6.400000
4.600000	7.300000
4.600000	8.200000
4.600000	9.100000
5.500000	1.000000
5.500000	1.900000
5.500000	2.800000
5.500000	3.700000
5.500000	4.600000
5.500000	5.500000
5.500000	6.400000
5.500000	7.300000
5.500000	8.200000
5.500000	9.100000
6.400000	1.000000
6.400000	1.900000
6.400000	2.800000
6.400000	3.700000
6.400000	4.600000
6.400000	5.500000
6.400000	6.400000
6.400000	7.300000
6.400000	8.200000
6.400000	9.100000
7.300000	1.000000
7.300000	1.900000
7.300000	2.800000
7.300000	3.700000
7.300000	4.600000
7.300000	5.500000
7.300000	6.400000
7.300000	7.300000
7.300000	8.200000
7.300000	9.100000
8.200000	1.000000
8.200000	1.900000
8.200000	2.800000
8.200000	3.700000
8.200000	4.600000
8.200000	5.500000
8.200000	6.400000
8.200000	7.300000
8.200000	8.200000
8.200000	9.100000
9.100000	1.000000
9.100000	1.900000
9.100000	2.800000
9.100000	3.700000
9.100000	4.600000
9.100000	5.500000
9.100000	6.400000
9.100000	7.300000
9.100000	8.200000
9.100000	9.100000


1.000000	1.000000
1.000000	1.900000
1.000000	2.800000
1.000000	3.700000
1.000000	4.600000
1.000000	5.500000
1.000000	6.400000
1.000000	7.300000
1.000000	8.200000
1.000000	9.100000
1.900000	1.000000
1.530879	0.825212
1.900000	2.800000
1.900000	3.700000
1.900000	4.600000
1.900000	5.500000
1.900000	6.400000
1.900000	7.300000
1.900000	8.200000
1.900000	9.100000
2.800000	1.000000
2.800000	1.900000
2.800000	2.800000
2.800000	3.700000
2.800000	4.600000
2.800000	5.500000
2.800000	6.400000
2.800000	7.300000
2.800000	8.200000
2.800000	9.100000
3.700000	1.000000
3.700000	1.900000
3.700000	2.800000
3.700000	3.700000
3.700000	4.600000
3.700000	5.500000
3.700000	6.400000
3.700000	7.300000
3.700000	8.200000
3.700000	9.100000
4.600000	1.000000
4.600000	1.900000
4.600000	2.800000
4.600000	3.700000
4.600000	4.600000
4.600000	5.500000
4.600000	6.400000
4.600000	7.300000
4.600000	8.200000
4.600000	9.100000
5.500000	1.000000
5.500000	1.900000
5.500000	2.800000
5.500000	3.700000
5.500000	4.600000
5.500000	5.500000
5.500000	6.400000
5.500000	7.300000
5.500000	8.200000
5.500000	9.100000
6.400000	1.000000
6.400000	1.900000
6.400000	2.800000
6.400000	3.700000
6.400000	4.600000
6.400000	5.500000
6.400000	6.400000
6.400000	7.300000
6.400000	8.200000
6.400000	9.100000
7.300000	1.000000
7.300000	1.900000
7.300000	2.800000
7.300000	3.700000
7.300000	4.600000
7.300000	5.500000
7.300000	6.400000
7.300000	7.300000
7.300000	8.200000
7.300000	9.100000
8.200000	1.000000
8.200000	1.900000
8.200000	2.800000
8.200000	3.700000
8.200000	4.600000
8.200000	5.500000
8.200000	6.400000
8.200000	7.300000
8.200000	8.200000
8.200000	9.100000
9.100000	1.000000
9.100000	1.900000
9.100000	2.800000
9.100000	3.700000
9.100000	4.600000
9.100000	5.500000
9.100000	6.400000
9.100000	7.300000
9.100000	8.200000
9.100000	9.100000


1.866512	0.506495
1.000000	1.900000
1.000000	2.800000
1.000000	3.700000
1.000000	4.600000
1.000000	5.500000
1.000000	6.400000
1.331959	8.656724
1.089414	5.482497
1.000000	9.100000
5.744950	2.815539
3.771053	5.121883
0.221030	6.406883
3.701929	7.183585
1.900000	4.600000
1.900000	5.500000
1.900000	6.400000
1.900000	7.300000
6.163914	4.246979
1.900000	9.100000
2.800000	1.000000
2.800000	1.900000
2.800000	2.800000
4.025650	4.138357
2.263814	4.041134
2.800000	5.500000
1.648456	7.408737
1.981468	8.891931
1.951187	5.608449
2.800000	9.100000
2.536352	4.712855
3.700000	1.900000
3.700000	2.800000
2.073433	6.485022
3.700000	4.600000
3.700000	5.500000
3.271350	8.287428
3.700000	7.300000
6.551546	5.215829
7.130640	5.275632
4.600000	1.000000
4.600000	1.900000
7.274899	7.107891
4.600000	3.700000
4.600000	4.600000
4.600000	5.500000
8.043893	4.379201
5.762583	3.876356
7.877432	5.730260
4.600000	9.100000
2.385290	6.308646
0.981067	7.589952
5.500000	2.800000
2.863709	4.571475
6.771483	1.402056
5.500000	5.500000
4.563233	6.196968
5.500000	7.300000
5.500000	8.200000
8.090660	8.195256
6.400000	1.000000
3.628633	1.022620
8.250579	3.507039
2.401909	0.049056
6.671619	7.056897
5.915272	6.802536
2.446007	1.338338
3.446271	1.025780
4.970804	4.750121
6.400000	9.100000
7.300000	1.000000
7.300000	1.900000
1.434209	2.721669
7.347591	3.987512
8.426895	2.523739
2.588960	7.350910
2.837812	6.873547
7.300000	7.300000
2.141897	1.552728
7.300000	9.100000
2.192591	5.635817
4.718987	1.924494
2.196252	7.385771
8.200000	3.700000
7.525271	8.275319
8.200000	5.500000
3.671970	6.981074
8.200000	7.300000
5.884152	6.661440
7.763911	5.475054
9.100000	1.000000
3.422109	3.304965
7.939575	5.260079
9.100000	3.700000
2.468498	6.170384
5.882446	4.404633
6.750882	7.506900
9.100000	7.300000
8.209497	6.854638
9.100000	9.100000


0.983118	2.859306
4.879147	6.240072
3.423697	3.582278
6.132700	4.909386
4.607804	4.699665
5.364699	5.089617
1.000000	6.400000
0.765021	5.702311
3.479099	7.513394
1.000000	9.100000
2.163584	1.806584
3.771053	5.121883
0.221030	6.406883
2.492663	5.255211
1.900000	4.600000
6.402791	6.095764
1.959113	3.830493
1.900000	7.300000
4.189915	7.864571
1.900000	9.100000
4.828389	1.064267
2.800000	1.900000
3.954421	7.125408
4.025650	4.138357
4.817409	5.737457
5.040217	7.276730
4.179216	4.868541
5.841158	7.207472
5.193088	2.726175
0.016836	7.376280
5.757563	0.510292
5.394411	1.395110
3.700000	2.800000
0.923043	6.298116
3.700000	4.600000
4.893355	1.977948
7.104880	6.410539
3.700000	7.300000
6.551546	5.215829
1.755235	5.831395
4.600000	1.000000
6.084383	2.077141
4.813514	7.667639
4.600000	3.700000
4.600000	4.600000
8.372513	4.119336
8.043893	4.379201
6.154315	5.340164
7.877432	5.730260
3.564508	5.487362
2.555035	8.216355
1.976323	5.682705
4.244842	5.982120
0.208729	6.886016
4.176418	5.191705
5.500000	5.500000
7.410601	5.827145
1.631166	5.240670
4.360399	2.542986
8.090660	8.195256
5.829492	1.946972
7.591474	3.985656
6.913982	3.686204
6.160788	1.600599
6.671619	7.056897
6.709139	1.220204
2.446007	1.338338
3.446271	1.025780
4.970804	4.750121
5.694122	6.969017
7.300000	1.000000
3.505024	2.213873
1.434209	2.721669
7.347591	3.987512
8.426895	2.523739
2.588960	7.350910
5.978080	5.285765
5.071776	8.184348
1.249969	4.557983
7.300000	9.100000
3.322135	5.633040
1.427142	3.393053
2.196252	7.385771
8.200000	3.700000
7.525271	8.275319
8.200000	5.500000
